Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Sony Michel,NE,RB,2,LAC,24,129,5.4,3,1,1,9,0,0,0,32.3,32.3
2,Damien Williams,KC,RB,3,NE,10,30,3,1,8,5,66,2,0,0,30.1,30.1
3,Ezekiel Elliott,DAL,RB,1,SEA,26,137,5.3,1,5,4,32,0,0,0,24.9,24.9
4,CJ Anderson,LAR,RB,2,DAL,23,123,5.3,2,1,0,0,0,0,0,24.3,24.3
5,Damien Williams,KC,RB,2,IND,25,129,5.2,1,6,5,25,0,0,0,23.9,23.9
6,Sony Michel,NE,RB,3,KC,29,113,3.9,2,0,0,0,0,0,0,23.3,23.3
7,Marlon Mack,IND,RB,1,HOU,24,148,6.2,1,3,2,6,0,0,0,22.4,22.4
8,Rex Burkhead,NE,RB,3,KC,12,41,3.4,2,4,4,23,0,0,0,20.4,20.4
9,Todd Gurley,LAR,RB,2,DAL,16,115,7.2,1,2,2,3,0,0,0,18.8,18.8
10,James White,NE,RB,2,LAC,0,0,0,0,17,15,97,0,0,0,17.2,17.2
11,Alvin Kamara,NO,RB,3,LAR,8,15,1.9,0,13,11,96,0,0,0,16.6,16.6
12,Sony Michel,NE,RB,4,LAR,18,94,5.2,1,2,0,0,0,0,0,15.4,15.4
13,Ezekiel Elliott,DAL,RB,2,LAR,20,47,2.4,1,5,2,19,0,0,0,13.6,13.6
14,Alvin Kamara,NO,RB,2,PHI,16,71,4.4,0,4,4,35,0,0,0,12.6,12.6
15,Lamar Miller,HOU,RB,1,IND,5,18,3.6,0,10,8,63,0,0,0,12.1,12.1
16,Melvin Gordon,LAC,RB,1,BAL,17,40,2.4,1,1,1,3,0,0,0,10.8,10.8
17,James White,NE,RB,3,KC,6,23,3.8,0,6,4,49,0,0,0,9.2,9.2
18,Melvin Gordon,LAC,RB,2,NE,9,15,1.7,1,2,1,11,0,0,0,9.1,9.1
19,Rex Burkhead,NE,RB,2,LAC,4,12,3,1,1,1,7,0,0,0,8.4,8.4
20,JD McKissic,SEA,RB,1,DAL,0,0,0,0,3,2,13,1,0,0,8.3,8.3
21,Todd Gurley,LAR,RB,3,NO,4,10,2.5,1,3,1,3,0,0,0,7.8,7.8
22,Mark Ingram,NO,RB,2,PHI,9,53,5.9,0,2,2,9,0,0,0,7.2,7.2
23,Darrel Williams,KC,RB,2,IND,3,9,3,1,0,0,0,0,0,0,6.9,6.9
24,Rex Burkhead,NE,RB,4,LAR,7,43,6.1,0,2,2,15,0,0,0,6.8,6.8
25,Austin Ekeler,LAC,RB,1,BAL,11,29,2.6,0,4,4,14,0,0,0,6.3,6.3
26,Mike Davis,SEA,RB,1,DAL,4,10,2.5,0,2,2,22,0,0,0,6.2,6.2
27,Kenneth Dixon,BAL,RB,1,LAC,6,13,2.2,0,3,3,53,0,1,1,6.1,6.1
28,CJ Anderson,LAR,RB,3,NO,16,44,2.8,0,1,1,5,0,0,0,5.4,5.4
29,Wendell Smallwood,PHI,RB,1,CHI,8,20,2.5,0,3,2,20,0,0,0,5,5
30,Chris Carson,SEA,RB,1,DAL,13,20,1.5,0,3,2,-1,0,0,0,4.9,4.9
31,Mark Ingram,NO,RB,3,LAR,9,31,3.4,0,2,2,6,0,0,0,4.7,4.7
32,Marlon Mack,IND,RB,2,KC,9,46,5.1,0,0,0,0,0,0,0,4.6,4.6
