Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
18,James Conner,PIT,RB,1,CLE,31,135,4.4,2,6,5,57,0,1,1,31.7,31.7
19,Alvin Kamara,NO,RB,9,LAR,19,82,4.3,2,5,4,34,1,0,0,31.6,31.6
20,Todd Gurley,LAR,RB,5,SEA,22,77,3.5,3,5,4,36,0,0,0,31.3,31.3
21,Marlon Mack,IND,RB,7,BUF,19,126,6.6,1,3,2,33,1,0,0,30.9,30.9
22,Todd Gurley,LAR,RB,2,ARI,19,42,2.2,3,3,3,31,0,0,0,30.8,30.8
23,Aaron Jones,GB,RB,10,MIA,15,145,9.7,2,5,3,27,0,0,0,30.7,30.7
24,Todd Gurley,LAR,RB,8,GB,25,114,4.6,0,7,6,81,1,0,0,30.5,30.5
25,Christian McCaffrey,CAR,RB,9,TB,17,79,4.6,2,6,5,78,0,0,0,30.2,30.2
26,Tevin Coleman,ATL,RB,9,WAS,13,88,6.8,0,7,5,68,2,0,0,30.1,30.1
27,Todd Gurley,LAR,RB,13,DET,23,132,5.7,2,5,3,33,0,0,0,30,30
28,Derrick Henry,TEN,RB,15,NYG,33,170,5.2,2,1,1,0,0,0,0,29.7,29.74
29,Saquon Barkley,NYG,RB,12,PHI,13,101,7.8,1,8,7,41,1,0,0,29.7,29.7
30,Isaiah Crowell,NYJ,RB,5,DEN,15,219,14.6,1,1,1,12,0,0,0,29.6,29.6
30,Ezekiel Elliott,DAL,RB,11,ATL,23,122,5.3,1,8,7,79,0,1,0,29.6,29.6
32,Todd Gurley,LAR,RB,15,PHI,12,48,4,2,13,10,76,0,0,0,29.4,29.4
33,Dalvin Cook,MIN,RB,15,MIA,19,136,7.2,2,2,1,27,0,0,0,28.8,28.8
34,Tarik Cohen,CHI,RB,13,NYG,8,30,3.8,0,14,12,156,0,1,0,28.6,28.64
35,Todd Gurley,LAR,RB,7,SF,15,63,4.2,2,5,4,23,1,0,0,28.6,28.6
36,Phillip Lindsay,DEN,RB,13,CIN,19,157,8.3,2,1,1,2,0,0,0,28.4,28.4
37,Marlon Mack,IND,RB,8,OAK,25,132,5.3,2,4,2,17,0,0,0,27.9,27.9
38,Saquon Barkley,NYG,RB,14,WAS,14,170,12.1,1,5,4,27,0,0,0,27.7,27.7
39,Melvin Gordon,LAC,RB,2,BUF,9,28,3.1,1,7,6,38,2,0,0,27.6,27.6
40,Melvin Gordon,LAC,RB,4,SF,15,104,6.9,0,10,7,55,1,1,0,27.4,27.4
41,Joe Mixon,CIN,RB,8,TB,21,123,5.9,2,4,3,15,0,0,0,27.3,27.3
41,Damien Williams,KC,RB,15,LAC,10,49,4.9,2,6,6,74,0,0,0,27.3,27.3
43,James White,NE,RB,4,MIA,8,44,5.5,1,10,8,68,1,0,0,27.2,27.2
44,Kareem Hunt,KC,RB,6,NE,10,80,8,0,6,5,105,1,0,0,27,27
45,Saquon Barkley,NYG,RB,5,CAR,15,48,3.2,0,4,4,81,2,0,0,26.9,26.9
45,James Conner,PIT,RB,6,CIN,19,111,5.8,2,7,4,18,0,0,0,26.9,26.9
45,Tarik Cohen,CHI,RB,4,TB,13,53,4.1,0,8,7,121,1,0,0,26.9,26.9
48,Matt Breida,SF,RB,10,NYG,17,101,5.9,1,4,3,31,1,0,0,26.7,26.7
49,Christian McCaffrey,CAR,RB,13,TB,10,106,10.6,0,10,9,55,1,0,0,26.6,26.6
50,Alvin Kamara,NO,RB,3,ATL,16,66,4.1,0,20,15,124,0,0,0,26.5,26.5
51,Mike Davis,SEA,RB,4,ARI,21,101,4.8,2,4,4,23,0,0,0,26.4,26.4
52,Nick Chubb,CLE,RB,12,CIN,28,84,3,1,3,3,44,1,0,0,26.3,26.3
53,Adrian Peterson,WAS,RB,8,NYG,26,149,5.7,1,1,1,7,1,1,1,26.1,26.1
54,Joe Mixon,CIN,RB,15,OAK,27,129,4.8,2,4,2,1,0,0,0,26,26
55,James Conner,PIT,RB,9,BAL,24,107,4.5,0,9,7,56,1,0,0,25.8,25.8
56,James White,NE,RB,7,CHI,11,40,3.6,0,10,8,57,2,0,0,25.7,25.7
57,Marlon Mack,IND,RB,15,DAL,27,139,5.1,2,1,1,10,0,1,1,25.4,25.4
57,Leonard Fournette,JAX,RB,10,IND,24,53,2.2,1,5,5,56,1,0,0,25.4,25.4
59,James White,NE,RB,9,GB,12,31,2.6,2,7,6,72,0,0,0,25.3,25.3
60,Ezekiel Elliott,DAL,RB,14,PHI,28,113,4,0,13,12,79,0,0,0,25.2,25.2
61,Christian McCaffrey,CAR,RB,14,CLE,16,63,3.9,2,7,6,38,0,0,0,25.1,25.1
61,Duke Johnson,CLE,RB,9,KC,1,8,8,0,9,9,78,2,0,0,25.1,25.1
63,Kareem Hunt,KC,RB,4,DEN,19,121,6.4,1,4,3,54,0,0,0,25,25
63,Melvin Gordon,LAC,RB,10,OAK,18,93,5.2,0,6,5,72,1,0,0,25,25
65,Aaron Jones,GB,RB,11,SEA,11,40,3.6,1,6,5,63,1,0,0,24.8,24.8
66,Phillip Lindsay,DEN,RB,11,LAC,11,79,7.2,2,5,4,27,0,0,0,24.6,24.6
66,Jamaal Williams,GB,RB,16,NYJ,15,95,6.3,1,9,6,61,0,0,0,24.6,24.6
68,Alvin Kamara,NO,RB,16,PIT,7,23,3.3,2,6,4,82,0,0,0,24.5,24.5
69,LeSean McCoy,BUF,RB,10,NYJ,26,113,4.3,2,1,1,5,0,0,0,24.3,24.3
69,Leonard Fournette,JAX,RB,12,BUF,18,95,5.3,2,3,3,13,0,0,0,24.3,24.3
71,Alvin Kamara,NO,RB,10,CIN,12,56,4.7,2,5,4,46,0,0,0,24.2,24.2
72,Kenyan Drake,MIA,RB,12,IND,8,32,4,1,6,5,64,1,0,0,24.1,24.1
73,Adrian Peterson,WAS,RB,3,GB,19,120,6.3,2,0,0,0,0,0,0,24,24
74,Jordan Howard,CHI,RB,17,MIN,21,109,5.2,2,2,1,5,0,0,0,23.9,23.9
75,Chris Carson,SEA,RB,15,SF,22,119,5.4,1,6,6,29,0,0,0,23.8,23.8
75,Nyheim Hines,IND,RB,4,HOU,4,10,2.5,0,11,9,63,2,0,0,23.8,23.8
75,Christian McCaffrey,CAR,RB,16,ATL,21,101,4.8,0,13,12,77,0,0,0,23.8,23.8
78,Mark Ingram,NO,RB,10,CIN,13,104,8,0,3,3,58,1,0,0,23.7,23.7
79,Chris Carson,SEA,RB,16,KC,27,116,4.3,2,0,0,0,0,0,0,23.6,23.6
79,Todd Gurley,LAR,RB,4,MIN,17,83,4.9,0,6,4,73,1,0,0,23.6,23.6
79,Giovani Bernard,CIN,RB,4,ATL,15,69,4.6,2,4,4,27,0,0,0,23.6,23.6
82,Todd Gurley,LAR,RB,10,SEA,16,120,7.5,1,4,3,40,0,0,0,23.5,23.5
83,Matt Breida,SF,RB,2,DET,11,138,12.5,1,4,3,21,0,0,0,23.4,23.4
83,Joe Mixon,CIN,RB,1,IND,17,95,5.6,1,7,5,54,0,0,0,23.4,23.4
85,Carlos Hyde,CLE,RB,3,NYJ,23,98,4.3,2,3,2,5,0,0,0,23.3,23.3
86,Lamar Miller,HOU,RB,12,TEN,12,162,13.5,1,1,1,5,0,0,0,23.2,23.2
87,Alvin Kamara,NO,RB,8,MIN,13,45,3.5,1,8,7,31,1,0,0,23.1,23.1
87,Melvin Gordon,LAC,RB,1,KC,15,64,4.3,0,13,9,102,0,0,0,23.1,23.1
89,CJ Anderson,LAR,RB,17,SF,23,132,5.7,1,3,3,22,0,0,0,22.9,22.9
90,LeGarrette Blount,DET,RB,12,CHI,19,88,4.6,2,1,1,15,0,0,0,22.8,22.8
90,Ezekiel Elliott,DAL,RB,12,WAS,26,121,4.7,1,6,5,22,0,0,0,22.8,22.8
92,CJ Anderson,LAR,RB,16,ARI,20,167,8.4,1,3,1,-5,0,0,0,22.7,22.7
93,Sony Michel,NE,RB,6,KC,24,106,4.4,2,1,0,0,0,0,0,22.6,22.6
93,Ezekiel Elliott,DAL,RB,13,NO,23,76,3.3,0,6,6,60,1,0,0,22.6,22.6
95,Nick Chubb,CLE,RB,4,OAK,3,105,35,2,0,0,0,0,0,0,22.5,22.5
95,Kenyan Drake,MIA,RB,8,HOU,12,58,4.8,1,2,2,37,1,0,0,22.5,22.5
97,Mark Ingram,NO,RB,11,PHI,16,103,6.4,2,0,0,0,0,0,0,22.3,22.3
97,Latavius Murray,MIN,RB,6,ARI,24,155,6.5,1,2,1,3,0,0,0,22.3,22.3
97,Joe Mixon,CIN,RB,14,LAC,26,111,4.3,1,6,5,27,0,0,0,22.3,22.3
100,Isaiah Crowell,NYJ,RB,1,DET,10,102,10.2,2,0,0,0,0,0,0,22.2,22.2
100,Todd Gurley,LAR,RB,1,OAK,20,108,5.4,0,5,3,39,1,0,0,22.2,22.2
100,Saquon Barkley,NYG,RB,17,DAL,17,109,6.4,1,8,4,33,0,0,0,22.2,22.2
100,TJ Yeldon,JAX,RB,5,KC,10,53,5.3,0,10,8,69,1,0,0,22.2,22.2
104,Todd Gurley,LAR,RB,3,LAC,23,105,4.6,1,6,5,51,0,1,1,22.1,22.1
105,Elijah McGuire,NYJ,RB,16,GB,14,35,2.5,1,5,3,50,1,0,0,22,22
105,Christian McCaffrey,CAR,RB,15,NO,15,53,3.5,0,11,8,67,0,0,0,22,22
107,Kerryon Johnson,DET,RB,10,CHI,14,51,3.6,1,6,6,38,1,1,1,21.9,21.9
107,Saquon Barkley,NYG,RB,7,ATL,14,43,3.1,1,10,9,51,0,0,0,21.9,21.9
109,Chris Thompson,WAS,RB,1,ARI,5,65,13,0,7,6,63,1,0,0,21.8,21.8
110,Adrian Peterson,WAS,RB,1,ARI,26,96,3.7,1,3,2,70,0,1,1,21.6,21.6
111,Sony Michel,NE,RB,12,NYJ,21,133,6.3,1,2,2,12,0,0,0,21.5,21.5
111,TJ Yeldon,JAX,RB,4,NYJ,18,52,2.9,1,3,3,48,1,1,1,21.5,21.5
111,Damien Williams,KC,RB,16,SEA,13,103,7.9,0,7,7,37,1,1,1,21.5,21.5
114,Latavius Murray,MIN,RB,7,NYJ,15,69,4.6,2,2,2,14,0,0,0,21.3,21.3
114,Austin Ekeler,LAC,RB,12,ARI,5,35,7,1,11,10,68,0,0,0,21.3,21.3
116,Leonard Fournette,JAX,RB,11,PIT,28,95,3.4,1,2,2,46,0,0,0,21.1,21.1
116,Austin Ekeler,LAC,RB,1,KC,5,39,7.8,0,5,5,87,1,0,0,21.1,21.1
118,Kenyan Drake,MIA,RB,5,CIN,6,46,7.7,0,11,7,69,1,0,0,21,21
119,James Conner,PIT,RB,13,LAC,15,60,4,2,4,3,14,0,0,0,20.9,20.9
119,Christian McCaffrey,CAR,RB,2,ATL,8,37,4.6,0,15,14,102,0,0,0,20.9,20.9
121,Tevin Coleman,ATL,RB,15,ARI,11,145,13.2,1,1,0,0,0,0,0,20.5,20.5
122,Christian McCaffrey,CAR,RB,3,CIN,28,184,6.6,0,2,2,10,0,0,0,20.4,20.4
122,James White,NE,RB,8,BUF,8,15,1.9,1,13,10,79,0,0,0,20.4,20.4
124,Mark Ingram,NO,RB,5,WAS,16,53,3.3,2,3,2,20,0,1,0,20.3,20.3
125,Jay Ajayi,PHI,RB,1,ATL,15,62,4.1,2,0,0,0,0,0,0,20.2,20.2
125,Dion Lewis,TEN,RB,9,DAL,19,62,3.3,0,4,4,60,1,0,0,20.2,20.2
125,Saquon Barkley,NYG,RB,3,HOU,17,82,4.8,1,5,5,35,0,0,0,20.2,20.2
128,David Johnson,ARI,RB,5,SF,18,55,3.1,2,3,2,16,0,0,0,20.1,20.1
129,Melvin Gordon,LAC,RB,5,OAK,19,58,3.1,1,4,4,62,0,0,0,20,20
130,Saquon Barkley,NYG,RB,1,JAX,18,106,5.9,1,6,2,22,0,0,0,19.8,19.8
130,Alvin Kamara,NO,RB,15,CAR,14,67,4.8,1,9,7,36,0,0,0,19.8,19.8
132,Chase Edmonds,ARI,RB,13,GB,5,53,10.6,2,2,2,13,0,0,0,19.6,19.6
132,Melvin Gordon,LAC,RB,12,ARI,10,61,6.1,2,2,2,5,0,0,0,19.6,19.6
132,Christian McCaffrey,CAR,RB,8,BAL,14,45,3.2,1,6,4,11,1,0,0,19.6,19.6
132,Tarik Cohen,CHI,RB,6,MIA,5,31,6.2,1,9,7,90,0,1,1,19.6,19.6
136,Gus Edwards,BAL,RB,11,CIN,17,115,6.8,1,0,0,0,0,0,0,19.5,19.5
136,Dion Lewis,TEN,RB,1,MIA,16,75,4.7,1,8,5,35,0,0,0,19.5,19.5
138,Chris Carson,SEA,RB,17,ARI,19,122,6.4,1,1,1,7,0,0,0,19.4,19.4
138,Chris Carson,SEA,RB,8,DET,25,105,4.2,1,2,2,19,0,0,0,19.4,19.4
138,Chris Carson,SEA,RB,3,DAL,32,102,3.2,1,2,2,22,0,0,0,19.4,19.4
141,Lamar Miller,HOU,RB,8,MIA,18,133,7.4,1,2,0,0,0,0,0,19.3,19.3
142,Joe Mixon,CIN,RB,5,MIA,22,93,4.2,0,4,3,22,1,0,0,19,19
142,Saquon Barkley,NYG,RB,4,NO,10,44,4.4,1,8,6,56,0,0,0,19,19
142,Joe Mixon,CIN,RB,12,CLE,14,89,6.4,0,7,7,66,0,0,0,19,19
145,Kerryon Johnson,DET,RB,7,MIA,19,158,8.3,0,3,2,21,0,0,0,18.9,18.9
146,Zach Zenner,DET,RB,17,GB,21,93,4.4,1,2,1,30,0,0,0,18.8,18.8
146,Melvin Gordon,LAC,RB,9,SEA,16,113,7.1,1,4,1,10,0,0,0,18.8,18.8
148,Wendell Smallwood,PHI,RB,15,LAR,10,48,4.8,2,2,2,9,0,0,0,18.7,18.7
148,Phillip Lindsay,DEN,RB,8,KC,18,95,5.3,1,3,3,17,0,0,0,18.7,18.7
148,James White,NE,RB,5,IND,2,0,0,0,14,10,77,1,0,0,18.7,18.7
151,Kalen Ballage,MIA,RB,15,MIN,12,123,10.2,1,1,1,-2,0,0,0,18.6,18.6
151,Kareem Hunt,KC,RB,11,LAR,14,70,5,0,4,3,41,1,0,0,18.6,18.6
151,Peyton Barber,TB,RB,6,ATL,13,82,6.3,0,4,4,24,1,0,0,18.6,18.6
151,Melvin Gordon,LAC,RB,11,DEN,18,69,3.8,0,6,6,87,0,0,0,18.6,18.6
155,Brandon Bolden,MIA,RB,14,NE,2,60,30,2,1,1,0,0,0,0,18.5,18.5
155,Dion Lewis,TEN,RB,7,LAC,13,91,7,0,6,6,64,0,0,0,18.5,18.5
157,Darren Sproles,PHI,RB,16,HOU,9,32,3.6,0,6,3,76,1,0,0,18.3,18.3
157,Tarik Cohen,CHI,RB,7,NE,6,14,2.3,0,13,8,69,1,0,0,18.3,18.3
159,Ezekiel Elliott,DAL,RB,6,JAX,24,106,4.4,1,1,1,11,0,0,0,18.2,18.2
159,Jaylen Samuels,PIT,RB,15,NE,19,142,7.5,0,2,2,30,0,0,0,18.2,18.2
161,Doug Martin,OAK,RB,16,DEN,21,107,5.1,1,2,1,9,0,0,0,18.1,18.1
161,Isaiah Crowell,NYJ,RB,3,CLE,16,34,2.1,2,3,2,17,0,0,0,18.1,18.1
161,Aaron Jones,GB,RB,14,ATL,17,78,4.6,1,3,3,28,0,0,0,18.1,18.1
164,Alfred Morris,SF,RB,17,LAR,16,111,6.9,1,1,1,4,0,0,0,18,18
164,Peyton Barber,TB,RB,11,NYG,18,106,5.9,1,2,2,4,0,0,0,18,18
164,Latavius Murray,MIN,RB,8,NO,13,56,4.3,1,6,5,39,0,0,0,18,18
167,Derrick Henry,TEN,RB,10,NE,11,58,5.3,2,0,0,0,0,0,0,17.8,17.8
167,Christian McCaffrey,CAR,RB,5,NYG,17,58,3.4,0,6,5,35,1,0,0,17.8,17.8
167,Saquon Barkley,NYG,RB,2,DAL,11,28,2.5,0,16,14,80,0,0,0,17.8,17.8
170,Jamaal Williams,GB,RB,15,CHI,12,55,4.6,1,5,4,42,0,0,0,17.7,17.7
171,Sony Michel,NE,RB,16,BUF,18,116,6.4,1,0,0,0,0,0,0,17.6,17.6
171,David Johnson,ARI,RB,15,ATL,11,33,3,1,6,3,68,0,0,0,17.6,17.6
173,Sony Michel,NE,RB,5,IND,18,98,5.4,1,1,1,12,0,0,0,17.5,17.5
173,Tarik Cohen,CHI,RB,8,NYJ,5,40,8,0,3,1,70,1,1,0,17.5,17.5
175,Alex Collins,BAL,RB,6,TEN,19,54,2.8,2,0,0,0,0,0,0,17.4,17.4
176,Alvin Kamara,NO,RB,11,PHI,13,71,5.5,0,1,1,37,1,0,0,17.3,17.3
176,Marlon Mack,IND,RB,17,TEN,25,119,4.8,1,3,3,-1,0,1,1,17.3,17.3
178,Sony Michel,NE,RB,4,MIA,25,112,4.5,1,0,0,0,0,0,0,17.2,17.2
178,Phillip Lindsay,DEN,RB,1,SEA,15,71,4.7,0,3,2,31,1,0,0,17.2,17.2
178,Marshawn Lynch,OAK,RB,4,CLE,20,130,6.5,0,5,3,27,0,0,0,17.2,17.2
178,Ezekiel Elliott,DAL,RB,2,NYG,17,78,4.6,1,6,5,9,0,0,0,17.2,17.2
182,Adrian Peterson,WAS,RB,11,HOU,16,51,3.2,2,0,0,0,0,1,0,17.1,17.1
182,Kareem Hunt,KC,RB,8,DEN,16,50,3.1,0,6,5,36,1,0,0,17.1,17.1
182,Giovani Bernard,CIN,RB,3,CAR,12,61,5.1,1,9,5,25,0,0,0,17.1,17.1
185,Phillip Lindsay,DEN,RB,12,PIT,14,110,7.9,1,0,0,0,0,0,0,17,17
185,Damien Williams,KC,RB,14,BAL,8,14,1.8,1,5,4,16,1,0,0,17,17
185,James Conner,PIT,RB,2,KC,8,17,2.1,1,5,5,48,0,0,0,17,17
185,Corey Clement,PHI,RB,2,TB,6,30,5,1,6,5,55,0,0,0,17,17
189,Todd Gurley,LAR,RB,9,NO,13,68,5.2,1,7,6,11,0,0,0,16.9,16.9
190,Rashaad Penny,SEA,RB,10,LAR,12,108,9,1,0,0,0,0,0,0,16.8,16.8
190,Aaron Jones,GB,RB,12,MIN,17,72,4.2,1,5,3,21,0,0,0,16.8,16.8
190,Dalvin Cook,MIN,RB,14,SEA,13,55,4.2,0,7,5,28,1,0,0,16.8,16.8
193,Jordan Howard,CHI,RB,9,BUF,14,47,3.4,2,0,0,0,0,0,0,16.7,16.7
193,Kerryon Johnson,DET,RB,11,CAR,15,87,5.8,1,2,2,10,0,0,0,16.7,16.7
193,David Johnson,ARI,RB,4,SEA,22,71,3.2,1,4,3,41,0,1,1,16.7,16.7
193,Kenyan Drake,MIA,RB,7,DET,6,72,12,1,8,4,15,0,0,0,16.7,16.7
197,Wendell Smallwood,PHI,RB,5,MIN,3,27,9,0,4,3,44,1,0,0,16.6,16.6
197,Wendell Smallwood,PHI,RB,3,IND,10,56,5.6,1,5,3,35,0,0,0,16.6,16.6
199,Bilal Powell,NYJ,RB,2,MIA,5,6,1.2,0,6,5,74,1,0,0,16.5,16.5
200,Kareem Hunt,KC,RB,3,SF,18,44,2.4,2,1,0,0,0,0,0,16.4,16.4
200,Josh Adams,PHI,RB,12,NYG,22,84,3.8,1,1,0,0,0,0,0,16.4,16.4
200,Gus Edwards,BAL,RB,15,TB,19,104,5.5,1,0,0,0,0,0,0,16.4,16.4
200,Lamar Miller,HOU,RB,7,JAX,22,100,4.5,1,3,1,-1,0,0,0,16.4,16.4
200,Austin Ekeler,LAC,RB,14,CIN,15,66,4.4,1,5,2,28,0,0,0,16.4,16.4
200,Joe Mixon,CIN,RB,6,PIT,11,64,5.8,1,7,4,20,0,0,0,16.4,16.4
206,Nick Chubb,CLE,RB,14,CAR,13,66,5.1,1,6,4,17,0,0,0,16.3,16.3
206,Ezekiel Elliott,DAL,RB,15,IND,18,87,4.8,0,8,7,41,0,1,0,16.3,16.3
208,Saquon Barkley,NYG,RB,16,IND,21,43,2,1,7,5,34,0,0,0,16.2,16.2
209,Phillip Lindsay,DEN,RB,7,ARI,14,90,6.4,1,1,1,6,0,0,0,16.1,16.1
209,Ezekiel Elliott,DAL,RB,1,CAR,15,69,4.6,1,4,3,17,0,0,0,16.1,16.1
209,Saquon Barkley,NYG,RB,13,CHI,24,125,5.2,0,4,3,21,0,0,0,16.1,16.1
209,Marshawn Lynch,OAK,RB,3,MIA,19,64,3.4,1,4,3,22,0,0,0,16.1,16.1
209,Javorius Allen,BAL,RB,3,DEN,6,7,1.2,1,4,3,19,1,0,0,16.1,16.1
214,Justin Jackson,LAC,RB,15,KC,16,58,3.6,1,4,3,27,0,0,0,16,16
214,Mike Davis,SEA,RB,10,LAR,11,58,5.3,0,6,4,22,1,0,0,16,16
216,Kareem Hunt,KC,RB,5,JAX,22,87,4,1,2,1,7,0,0,0,15.9,15.9
216,David Johnson,ARI,RB,11,OAK,25,137,5.5,0,3,1,17,0,0,0,15.9,15.9
216,Peyton Barber,TB,RB,15,BAL,19,85,4.5,1,2,2,4,0,0,0,15.9,15.9
216,Alfred Blue,HOU,RB,5,DAL,20,46,2.3,0,8,8,73,0,0,0,15.9,15.9
220,Adrian Peterson,WAS,RB,13,PHI,9,98,10.9,1,0,0,0,0,0,0,15.8,15.8
220,Elijah McGuire,NYJ,RB,14,BUF,17,60,3.5,1,4,3,23,0,0,0,15.8,15.8
220,Chris Thompson,WAS,RB,2,IND,4,1,0.2,0,14,13,92,0,0,0,15.8,15.8
223,Derrick Henry,TEN,RB,16,WAS,21,84,4,1,1,1,8,0,0,0,15.7,15.7
224,Aaron Jones,GB,RB,8,LAR,12,86,7.2,1,2,2,0,0,0,0,15.6,15.6
224,Saquon Barkley,NYG,RB,8,WAS,13,38,2.9,0,10,9,73,0,0,0,15.6,15.6
226,Nick Chubb,CLE,RB,9,KC,22,85,3.9,1,1,1,5,0,0,0,15.5,15.5
226,Matt Breida,SF,RB,12,TB,14,106,7.6,0,4,3,34,0,0,0,15.5,15.5
228,Melvin Gordon,LAC,RB,3,LAR,15,80,5.3,1,4,2,4,0,0,0,15.4,15.4
228,Spencer Ware,KC,RB,14,BAL,15,75,5,0,5,5,54,0,0,0,15.4,15.4
228,Tarik Cohen,CHI,RB,12,DET,3,14,4.7,0,8,7,45,1,0,0,15.4,15.4
228,Jeffery Wilson,SF,RB,13,SEA,15,61,4.1,0,9,8,73,0,1,1,15.4,15.4
232,TJ Yeldon,JAX,RB,7,HOU,12,28,2.3,0,7,5,40,1,0,0,15.3,15.3
232,James White,NE,RB,13,MIN,6,26,4.3,0,9,7,92,0,0,0,15.3,15.3
234,Tevin Coleman,ATL,RB,7,NYG,11,50,4.5,1,2,2,32,0,0,0,15.2,15.2
234,David Johnson,ARI,RB,1,WAS,9,37,4.1,1,9,5,30,0,0,0,15.2,15.2
234,Jacquizz Rodgers,TB,RB,16,DAL,2,2,1,1,7,7,55,0,0,0,15.2,15.2
237,Jordan Howard,CHI,RB,3,ARI,24,61,2.5,1,2,2,20,0,0,0,15.1,15.1
237,Dalvin Cook,MIN,RB,12,GB,10,29,2.9,0,3,3,47,1,0,0,15.1,15.1
239,Chris Carson,SEA,RB,14,MIN,22,90,4.1,1,0,0,0,0,0,0,15,15
239,Kenyan Drake,MIA,RB,2,NYJ,11,53,4.8,1,4,4,17,0,0,0,15,15
241,Phillip Lindsay,DEN,RB,4,KC,12,69,5.8,1,2,2,10,0,0,0,14.9,14.9
241,Alex Collins,BAL,RB,3,DEN,18,68,3.8,1,4,3,6,0,0,0,14.9,14.9
241,James White,NE,RB,17,NYJ,4,30,7.5,0,5,4,39,1,0,0,14.9,14.9
241,Alvin Kamara,NO,RB,2,CLE,13,46,3.5,0,6,6,53,0,0,0,14.9,14.9
245,Justin Jackson,LAC,RB,13,PIT,8,63,7.9,1,1,1,19,0,0,0,14.7,14.7
245,Aaron Jones,GB,RB,4,BUF,11,65,5.9,1,1,1,17,0,0,0,14.7,14.7
245,Nick Chubb,CLE,RB,13,HOU,9,31,3.4,1,3,3,41,0,0,0,14.7,14.7
245,Doug Martin,OAK,RB,12,BAL,11,51,4.6,1,4,3,21,0,0,0,14.7,14.7
245,Josh Adams,PHI,RB,11,NO,7,53,7.6,1,6,3,19,0,0,0,14.7,14.7
250,Raheem Mostert,SF,RB,9,OAK,7,86,12.3,1,0,0,0,0,0,0,14.6,14.6
250,Leonard Fournette,JAX,RB,16,MIA,18,43,2.4,1,5,3,28,0,0,0,14.6,14.6
250,Dalvin Cook,MIN,RB,13,NE,9,84,9.3,0,10,8,22,0,0,0,14.6,14.6
253,Peyton Barber,TB,RB,8,CIN,19,85,4.5,1,0,0,0,0,0,0,14.5,14.5
253,Kenneth Dixon,BAL,RB,14,KC,8,59,7.4,1,1,1,21,0,0,0,14.5,14.5
253,Kareem Hunt,KC,RB,2,PIT,18,75,4.2,0,1,1,5,1,0,0,14.5,14.5
253,Mike Davis,SEA,RB,5,LAR,12,68,5.7,1,2,2,7,0,0,0,14.5,14.5
253,Alvin Kamara,NO,RB,7,BAL,17,64,3.8,1,2,2,11,0,0,0,14.5,14.5
253,Tevin Coleman,ATL,RB,2,CAR,16,107,6.7,0,4,4,18,0,1,0,14.5,14.5
259,Kenyan Drake,MIA,RB,14,NE,6,24,4,0,1,1,55,1,0,0,14.4,14.4
259,TJ Yeldon,JAX,RB,1,NYG,14,51,3.6,0,7,3,18,1,0,0,14.4,14.4
259,Corey Clement,PHI,RB,6,NYG,11,43,3.9,1,3,3,26,0,0,0,14.4,14.4
262,Royce Freeman,DEN,RB,17,LAC,17,60,3.5,0,10,8,43,0,0,0,14.3,14.3
