Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Arian Foster,HOU,RB,7,TEN,25,115,4.6,2,5,5,119,1,0,0,43.9,43.9
2,Maurice Jones-Drew,JAX,RB,14,TB,27,85,3.1,2,6,6,51,2,0,0,40.6,40.6
3,Kevin Smith,DET,RB,11,CAR,16,140,8.8,2,4,4,61,1,0,0,40.1,40.1
4,CJ Spiller,BUF,RB,15,MIA,12,91,7.6,1,11,9,76,1,0,0,33.2,33.2
5,Steven Jackson,LAR,RB,8,NO,25,159,6.4,2,5,4,32,0,0,0,33.1,33.1
6,LeSean McCoy,PHI,RB,8,DAL,30,185,6.2,2,3,2,15,0,0,0,33,33
7,Ray Rice,BAL,RB,17,CIN,24,191,8,2,2,2,8,0,0,0,32.9,32.9
8,Arian Foster,HOU,RB,10,TB,17,84,4.9,1,4,4,102,1,0,0,32.6,32.6
9,Ahmad Bradshaw,NYG,RB,6,BUF,26,104,4,3,2,2,26,0,0,0,32,32
10,Chris Wells,ARI,RB,4,NYG,27,138,5.1,3,2,0,0,0,1,0,31.8,31.8
10,Mike Tolbert,LAC,FB,1,MIN,12,35,2.9,1,9,9,58,2,0,0,31.8,31.8
12,Michael Bush,OAK,RB,10,LAC,30,157,5.2,1,4,3,85,0,0,0,31.7,31.7
13,Ray Rice,BAL,RB,8,ARI,18,63,3.5,3,9,7,36,0,0,0,31.4,31.4
14,DeMarco Murray,DAL,RB,7,LAR,25,253,10.1,1,2,0,0,0,0,0,31.3,31.3
14,Darren McFadden,OAK,RB,3,NYJ,19,171,9,2,3,3,7,0,0,0,31.3,31.3
16,Shonn Greene,NYJ,RB,13,WAS,22,88,4,3,4,3,26,0,0,0,30.9,30.9
17,Matt Forte,CHI,RB,4,CAR,25,205,8.2,1,5,4,23,0,0,0,30.8,30.8
18,Adrian Peterson,MIN,RB,8,CAR,21,86,4.1,1,5,5,76,1,0,0,30.7,30.7
19,Adrian Peterson,MIN,RB,5,ARI,29,122,4.2,3,0,0,0,0,0,0,30.2,30.2
20,Michael Turner,ATL,RB,17,TB,17,172,10.1,2,1,0,0,0,0,0,29.2,29.2
20,Ray Rice,BAL,RB,11,CIN,20,104,5.2,2,10,5,43,0,0,0,29.2,29.2
22,Ryan Mathews,LAC,RB,3,KC,21,98,4.7,2,4,4,51,0,0,0,28.9,28.9
22,Ray Rice,BAL,RB,1,PIT,19,107,5.6,1,5,4,42,1,0,0,28.9,28.9
24,Fred Jackson,BUF,RB,5,PHI,26,111,4.3,1,6,6,85,0,0,0,28.6,28.6
25,Ray Rice,BAL,RB,13,CLE,29,204,7,1,3,2,10,0,0,0,28.4,28.4
26,Willis McGahee,DEN,RB,9,OAK,20,163,8.2,2,0,0,0,0,0,0,28.3,28.3
27,Chris Johnson,TEN,RB,13,BUF,23,153,6.7,2,1,1,4,0,1,0,28.2,28.2
28,Maurice Jones-Drew,JAX,RB,13,LAC,20,97,4.8,0,8,6,91,1,0,0,27.8,27.8
28,Darren McFadden,OAK,RB,2,BUF,20,72,3.6,1,8,7,71,1,1,1,27.8,27.8
30,BenJarvus Green-Ellis,NE,RB,5,NYJ,27,136,5,2,1,1,13,0,0,0,27.4,27.4
31,LeSean McCoy,PHI,RB,13,SEA,17,84,4.9,1,5,4,49,1,0,0,27.3,27.3
31,Jahvid Best,DET,RB,2,KC,16,57,3.6,1,8,6,66,1,0,0,27.3,27.3
33,Michael Turner,ATL,RB,6,CAR,27,139,5.1,2,3,1,8,0,0,0,27.2,27.2
34,Adrian Peterson,MIN,RB,2,TB,25,120,4.8,2,2,2,21,0,1,0,27.1,27.1
35,Fred Jackson,BUF,RB,2,OAK,15,117,7.8,2,2,2,23,0,0,0,27,27
36,Chris Wells,ARI,RB,12,LAR,27,228,8.4,1,0,0,0,0,1,1,26.8,26.8
36,Marshawn Lynch,SEA,RB,13,PHI,22,148,6.7,2,0,0,0,0,0,0,26.8,26.8
38,LeSean McCoy,PHI,RB,15,NYJ,18,102,5.7,3,2,2,-5,0,1,1,26.7,26.7
38,LeSean McCoy,PHI,RB,1,LAR,15,122,8.1,1,3,2,15,1,0,0,26.7,26.7
40,Shonn Greene,NYJ,RB,14,KC,24,129,5.4,1,3,3,58,0,0,0,26.2,26.2
41,DeMarco Murray,DAL,RB,10,BUF,20,135,6.8,1,7,6,36,0,1,0,26.1,26.1
42,Darren Sproles,NO,RB,7,IND,12,88,7.3,1,6,6,19,1,0,0,25.7,25.7
42,Roy Helu,WAS,RB,12,SEA,23,108,4.7,1,7,7,54,0,0,0,25.7,25.7
44,LeSean McCoy,PHI,RB,2,ATL,18,95,5.3,2,4,4,21,0,0,0,25.6,25.6
45,Reggie Bush,MIA,RB,15,BUF,25,203,8.1,1,1,1,6,0,1,1,25.4,25.4
45,Chris Johnson,TEN,RB,10,CAR,27,130,4.8,1,7,4,44,0,0,0,25.4,25.4
47,Matt Forte,CHI,RB,7,TB,25,145,5.8,1,4,2,38,0,0,0,25.3,25.3
47,Fred Jackson,BUF,RB,6,NYG,16,121,7.6,1,6,5,47,0,0,0,25.3,25.3
49,Jahvid Best,DET,RB,5,CHI,12,163,13.6,1,4,4,9,0,0,0,25.2,25.2
49,Marshawn Lynch,SEA,RB,10,BAL,32,109,3.4,1,7,5,58,0,0,0,25.2,25.2
51,Arian Foster,HOU,RB,16,IND,23,158,6.9,1,3,3,16,0,1,0,24.9,24.9
52,Fred Jackson,BUF,RB,3,NE,12,74,6.2,1,6,5,87,0,0,0,24.6,24.6
53,Matt Forte,CHI,RB,1,ATL,16,68,4.2,0,6,5,90,1,0,0,24.3,24.3
54,Arian Foster,HOU,RB,4,PIT,30,155,5.2,1,5,3,11,0,0,0,24.1,24.1
55,Adrian Peterson,MIN,RB,7,GB,24,175,7.3,1,1,1,0,0,0,0,24,24
56,Ryan Mathews,LAC,RB,15,BAL,26,90,3.5,2,2,2,19,0,1,0,23.9,23.9
56,LaDainian Tomlinson,NYJ,RB,3,OAK,6,38,6.3,0,6,5,116,1,0,0,23.9,23.9
58,Peyton Hillis,CLE,RB,2,IND,27,94,3.5,2,4,4,23,0,1,1,23.7,23.7
59,Arian Foster,HOU,RB,9,CLE,19,124,6.5,1,7,5,26,0,0,0,23.5,23.5
60,Arian Foster,HOU,RB,15,CAR,16,109,6.8,1,6,5,58,0,1,1,23.2,23.2
61,Donald Brown,IND,RB,15,TEN,16,161,10.1,1,1,1,2,0,0,0,22.8,22.8
62,Arian Foster,HOU,RB,13,ATL,31,111,3.6,1,4,3,41,0,0,0,22.7,22.7
63,Ahmad Bradshaw,NYG,RB,3,PHI,15,86,5.7,0,5,5,53,1,0,0,22.4,22.4
64,Ryan Grant,GB,RB,14,OAK,10,85,8.5,2,1,1,13,0,0,0,22.3,22.3
65,Mike Tolbert,LAC,FB,9,GB,19,83,4.4,1,9,4,59,0,0,0,22.2,22.2
66,Brandon Jacobs,NYG,RB,14,DAL,19,101,5.3,2,1,0,0,0,0,0,22.1,22.1
66,Ryan Mathews,LAC,RB,2,NE,12,64,5.3,1,9,7,62,0,0,0,22.1,22.1
68,Ray Rice,BAL,RB,14,IND,26,103,4,1,6,6,46,0,1,1,21.9,21.9
69,Michael Turner,ATL,RB,4,SEA,26,70,2.7,2,2,2,18,0,0,0,21.8,21.8
70,Reggie Bush,MIA,RB,9,KC,13,92,7.1,1,3,3,50,0,0,0,21.7,21.7
71,Rashard Mendenhall,PIT,RB,16,LAR,18,116,6.4,1,1,1,35,0,0,0,21.6,21.6
71,Frank Gore,SF,RB,6,DET,15,141,9.4,1,5,2,5,0,0,0,21.6,21.6
71,LeSean McCoy,PHI,RB,3,NYG,24,128,5.3,1,3,3,13,0,0,0,21.6,21.6
71,Matt Forte,CHI,RB,2,NO,10,49,4.9,0,14,10,117,0,0,0,21.6,21.6
75,DeAngelo Williams,CAR,RB,16,TB,7,66,9.4,2,2,2,18,0,0,0,21.4,21.4
75,Maurice Jones-Drew,JAX,RB,16,TEN,24,103,4.3,1,10,6,21,0,0,0,21.4,21.4
77,Maurice Jones-Drew,JAX,RB,10,IND,25,114,4.6,1,3,3,23,0,0,0,21.2,21.2
78,Michael Turner,ATL,RB,2,PHI,21,114,5.4,1,1,1,32,0,0,0,21.1,21.1
79,Ray Rice,BAL,RB,16,CLE,23,87,3.8,0,3,3,48,1,0,0,21,21
