Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
900,Daniel Thomas,MIA,RB,9,LAC,9,8,0.9,0,2,2,14,0,0,0,3.2,3.2
908,Peyton Hillis,NYG,RB,4,WAS,8,31,3.9,0,0,0,0,0,0,0,3.1,3.1
908,Bernard Pierce,BAL,RB,10,TEN,8,31,3.9,0,0,0,0,0,0,0,3.1,3.1
908,Terrance West,CLE,RB,5,TEN,7,31,4.4,0,0,0,0,0,0,0,3.1,3.1
908,CJ Anderson,DEN,RB,2,KC,5,31,6.2,0,0,0,0,0,0,0,3.1,3.1
908,Lance Dunbar,DAL,RB,12,NYG,0,0,0,0,1,1,26,0,0,0,3.1,3.1
908,Jordan Todman,JAX,RB,7,CLE,0,0,0,0,1,1,26,0,0,0,3.1,3.1
908,Jordan Todman,JAX,RB,15,BAL,3,7,2.3,0,2,1,19,0,0,0,3.1,3.1
908,Bishop Sankey,TEN,RB,15,NYJ,3,8,2.7,0,1,1,18,0,0,0,3.1,3.1
908,Stepfan Taylor,ARI,RB,14,KC,6,19,3.2,0,1,1,7,0,0,0,3.1,3.1
908,Will Ta'ufo'ou,JAX,FB,3,IND,0,0,0,0,1,1,26,0,0,0,3.1,3.1
908,Ronnie Brown,LAC,RB,6,OAK,2,2,1,0,1,1,24,0,0,0,3.1,3.1
908,Branden Oliver,LAC,RB,9,MIA,13,19,1.5,0,2,1,7,0,0,0,3.1,3.1
908,Travaris Cadet,NO,RB,11,CIN,1,0,0,0,5,4,31,0,1,1,3.1,3.1
908,Ahmad Bradshaw,IND,RB,11,NE,7,4,0.6,0,5,4,7,0,1,0,3.1,3.1
922,Juwan Thompson,DEN,RB,7,SF,6,30,5,0,0,0,0,0,0,0,3,3
922,Trent Richardson,IND,RB,14,CLE,7,30,4.3,0,0,0,0,0,0,0,3,3
922,Denard Robinson,JAX,RB,14,HOU,10,30,3,0,2,0,0,0,0,0,3,3
922,LeSean McCoy,PHI,RB,14,SEA,17,50,2.9,0,0,0,0,0,1,1,3,3
922,Bernard Pierce,BAL,RB,5,IND,4,30,7.5,0,0,0,0,0,0,0,3,3
922,Steven Jackson,ATL,RB,7,BAL,8,22,2.8,0,1,1,3,0,0,0,3,3
922,Reggie Bush,DET,RB,10,MIA,4,20,5,0,1,1,5,0,0,0,3,3
922,Eddie Lacy,GB,RB,3,DET,11,36,3.3,0,1,1,9,0,1,1,3,3
922,Marcel Reece,OAK,FB,16,BUF,0,0,0,0,3,2,20,0,0,0,3,3
922,Devonta Freeman,ATL,RB,4,MIN,2,8,4,0,2,2,12,0,0,0,3,3
922,Charles Sims,TB,RB,10,ATL,8,23,2.9,0,2,2,17,0,1,1,3,3
922,Khiry Robinson,NO,RB,15,CHI,3,10,3.3,0,2,2,10,0,0,0,3,3
922,Chris Johnson,NYJ,RB,8,BUF,3,7,2.3,0,2,2,13,0,0,0,3,3
922,Will Ta'ufo'ou,JAX,FB,6,TEN,0,0,0,0,2,2,20,0,0,0,3,3
922,Shane Vereen,NE,RB,17,BUF,2,1,0.5,0,4,3,14,0,0,0,3,3
922,CJ Spiller,BUF,RB,16,OAK,4,-4,-1,0,4,4,14,0,1,0,3,3
938,Joseph Randle,DAL,RB,16,IND,13,37,2.8,0,1,1,7,0,1,1,2.9,2.9
938,Darrel Young,WAS,FB,7,TEN,1,14,14,0,1,1,10,0,0,0,2.9,2.9
938,Jay Prosch,HOU,FB,4,BUF,0,0,0,0,2,1,24,0,0,0,2.9,2.9
938,Ka'Deem Carey,CHI,RB,10,GB,2,13,6.5,0,1,1,11,0,0,0,2.9,2.9
938,Anthony Sherman,KC,FB,8,LAR,0,0,0,0,1,1,24,0,0,0,2.9,2.9
938,Dri Archer,PIT,RB,6,CLE,3,24,8,0,1,1,0,0,0,0,2.9,2.9
938,Darren McFadden,OAK,RB,17,DEN,4,13,3.2,0,4,2,6,0,0,0,2.9,2.9
938,Leon Washington,TEN,RB,14,NYG,2,9,4.5,0,3,2,10,0,0,0,2.9,2.9
938,Bilal Powell,NYJ,RB,3,CHI,2,13,6.5,0,3,2,6,0,0,0,2.9,2.9
938,Antone Smith,ATL,RB,2,CIN,0,0,0,0,4,2,19,0,0,0,2.9,2.9
938,Andre Williams,NYG,RB,2,ARI,8,12,1.5,0,4,2,7,0,0,0,2.9,2.9
938,Matt Asiata,MIN,RB,11,CHI,1,2,2,0,5,3,12,0,0,0,2.9,2.9
950,Shonn Greene,TEN,RB,16,JAX,7,28,4,0,0,0,0,0,0,0,2.8,2.8
950,Christine Michael,SEA,RB,16,ARI,8,28,3.5,0,0,0,0,0,1,0,2.8,2.8
950,Stevan Ridley,NE,RB,4,KC,5,28,5.6,0,1,0,0,0,0,0,2.8,2.8
950,Devonta Freeman,ATL,RB,11,CAR,6,28,4.7,0,0,0,0,0,0,0,2.8,2.8
950,Steven Jackson,ATL,RB,16,NO,4,9,2.2,0,1,1,14,0,0,0,2.8,2.8
950,Isaiah Crowell,CLE,RB,7,JAX,7,18,2.6,0,2,1,5,0,0,0,2.8,2.8
950,Dri Archer,PIT,RB,17,CIN,1,-1,-1,0,2,2,19,0,0,0,2.8,2.8
950,Bilal Powell,NYJ,RB,15,TEN,1,8,8,0,2,2,10,0,0,0,2.8,2.8
950,Travaris Cadet,NO,RB,14,CAR,1,5,5,0,2,2,13,0,0,0,2.8,2.8
950,Trey Watts,LAR,RB,5,PHI,2,6,3,0,2,2,12,0,0,0,2.8,2.8
950,Montee Ball,DEN,RB,5,ARI,6,7,1.2,0,3,2,11,0,0,0,2.8,2.8
961,Zac Stacy,LAR,RB,13,OAK,6,27,4.5,0,0,0,0,0,0,0,2.7,2.7
961,Robert Turbin,SEA,RB,1,GB,6,27,4.5,0,0,0,0,0,0,0,2.7,2.7
961,CJ Anderson,DEN,RB,1,IND,4,27,6.8,0,0,0,0,0,0,0,2.7,2.7
961,Bishop Sankey,TEN,RB,5,CLE,8,27,3.4,0,1,0,0,0,0,0,2.7,2.7
961,Storm Johnson,JAX,RB,5,PIT,4,27,6.8,0,0,0,0,0,0,0,2.7,2.7
961,LeGarrette Blount,PIT,RB,6,CLE,8,27,3.4,0,0,0,0,0,0,0,2.7,2.7
961,Lance Dunbar,DAL,RB,2,TEN,11,27,2.5,0,0,0,0,0,0,0,2.7,2.7
961,Michael Cox,NYG,RB,9,IND,2,27,13.5,0,0,0,0,0,0,0,2.7,2.7
961,Christine Michael,SEA,RB,13,SF,3,10,3.3,0,1,1,12,0,0,0,2.7,2.7
961,Isaiah Crowell,CLE,RB,17,BAL,4,6,1.5,0,1,1,16,0,0,0,2.7,2.7
961,Rashad Jennings,NYG,RB,14,TEN,2,5,2.5,0,1,1,17,0,0,0,2.7,2.7
961,Doug Martin,TB,RB,14,DET,5,22,4.4,0,1,1,0,0,0,0,2.7,2.7
961,LeSean McCoy,PHI,RB,3,WAS,20,22,1.1,0,3,1,0,0,1,0,2.7,2.7
961,Dexter McCluster,TEN,RB,11,PIT,1,5,5,0,2,1,17,0,0,0,2.7,2.7
961,Carlos Hyde,SF,RB,9,LAR,2,17,8.5,0,2,1,5,0,0,0,2.7,2.7
961,Marcel Reece,OAK,FB,9,SEA,1,10,10,0,3,1,12,0,0,0,2.7,2.7
961,Mike Tolbert,CAR,FB,1,TB,7,11,1.6,0,4,2,6,0,0,0,2.7,2.7
961,James Develin,NE,RB,2,MIN,0,0,0,0,2,2,17,0,0,0,2.7,2.7
961,Toby Gerhart,JAX,RB,2,WAS,7,8,1.1,0,2,2,9,0,0,0,2.7,2.7
961,Jacquizz Rodgers,ATL,RB,11,CAR,2,4,2,0,4,3,8,0,0,0,2.7,2.7
981,James Starks,GB,RB,17,DET,5,26,5.2,0,0,0,0,0,0,0,2.6,2.6
981,Stepfan Taylor,ARI,RB,17,SF,7,26,3.7,0,1,0,0,0,0,0,2.6,2.6
981,Carlos Hyde,SF,RB,4,PHI,10,26,2.6,0,1,0,0,0,0,0,2.6,2.6
981,Alfred Blue,HOU,RB,15,IND,8,26,3.2,0,0,0,0,0,0,0,2.6,2.6
981,Joseph Randle,DAL,RB,2,TEN,3,26,8.7,0,0,0,0,0,0,0,2.6,2.6
981,Darren McFadden,OAK,RB,1,NYJ,4,15,3.8,0,1,1,6,0,0,0,2.6,2.6
981,Joseph Randle,DAL,RB,7,NYG,2,7,3.5,0,1,1,14,0,0,0,2.6,2.6
981,Joe Banyard,MIN,RB,14,NYJ,1,9,9,0,1,1,12,0,0,0,2.6,2.6
981,Robert Turbin,SEA,RB,14,PHI,4,7,1.8,0,2,1,14,0,0,0,2.6,2.6
981,Kyle Juszczyk,BAL,FB,8,CIN,0,0,0,0,1,1,21,0,0,0,2.6,2.6
981,Terrance West,CLE,RB,8,OAK,7,11,1.6,0,2,1,10,0,0,0,2.6,2.6
981,Chris Ivory,NYJ,RB,6,DEN,8,7,0.9,0,2,1,14,0,0,0,2.6,2.6
981,Trent Richardson,IND,RB,11,NE,6,0,0,0,1,1,21,0,0,0,2.6,2.6
981,Chris Johnson,NYJ,RB,2,GB,12,21,1.8,0,3,1,0,0,0,0,2.6,2.6
981,Devonta Freeman,ATL,RB,17,CAR,6,13,2.2,0,3,2,3,0,0,0,2.6,2.6
981,Jackie Battle,TEN,FB,7,WAS,2,3,1.5,0,2,2,13,0,0,0,2.6,2.6
981,Giovani Bernard,CIN,RB,7,IND,7,17,2.4,0,5,2,-1,0,0,0,2.6,2.6
981,Bruce Miller,SF,FB,11,NYG,0,0,0,0,2,2,16,0,0,0,2.6,2.6
999,Anthony Dixon,BUF,RB,13,CLE,6,25,4.2,0,0,0,0,0,0,0,2.5,2.5
999,Bishop Sankey,TEN,RB,1,KC,6,25,4.2,0,0,0,0,0,0,0,2.5,2.5
999,LeGarrette Blount,PIT,RB,4,TB,4,25,6.2,0,0,0,0,0,0,0,2.5,2.5
999,Steven Jackson,ATL,RB,6,CHI,6,25,4.2,0,2,0,0,0,0,0,2.5,2.5
999,Chris Polk,PHI,RB,12,TEN,7,5,0.7,0,1,1,15,0,0,0,2.5,2.5
999,Trent Richardson,IND,RB,17,TEN,6,11,1.8,0,1,1,9,0,0,0,2.5,2.5
999,Charles Sims,TB,RB,14,DET,5,-4,-0.8,0,2,1,24,0,0,0,2.5,2.5
999,Robert Turbin,SEA,RB,12,ARI,4,12,3,0,3,2,3,0,0,0,2.5,2.5
999,Rex Burkhead,CIN,RB,10,CLE,4,12,3,0,4,2,3,0,0,0,2.5,2.5
999,Michael Cox,NYG,RB,10,SEA,2,6,3,0,3,2,9,0,0,0,2.5,2.5
999,Dexter McCluster,TEN,RB,3,CIN,1,0,0,0,2,2,15,0,0,0,2.5,2.5
999,Erik Lorig,NO,FB,11,CIN,0,0,0,0,4,4,5,0,0,0,2.5,2.5
1011,Dan Herron,IND,RB,4,TEN,7,24,3.4,0,0,0,0,0,0,0,2.4,2.4
1011,Trey Watts,LAR,RB,3,DAL,5,24,4.8,0,0,0,0,0,0,0,2.4,2.4
1011,CJ Spiller,BUF,RB,17,NE,5,17,3.4,0,2,1,2,0,0,0,2.4,2.4
1011,Bilal Powell,NYJ,RB,7,NE,1,7,7,0,2,1,12,0,0,0,2.4,2.4
1011,Will Ta'ufo'ou,JAX,FB,15,BAL,0,0,0,0,1,1,19,0,0,0,2.4,2.4
1011,Darrin Reaves,CAR,RB,6,CIN,8,15,1.9,0,1,1,4,0,0,0,2.4,2.4
1011,Benjamin Cunningham,LAR,RB,2,TB,6,15,2.5,0,2,1,4,0,0,0,2.4,2.4
1011,Jordan Todman,JAX,RB,12,IND,0,0,0,0,3,2,14,0,0,0,2.4,2.4
1011,Lance Dunbar,DAL,RB,16,IND,2,4,2,0,2,2,10,0,0,0,2.4,2.4
1011,Patrick DiMarco,ATL,FB,11,CAR,0,0,0,0,2,2,14,0,0,0,2.4,2.4
1011,Denard Robinson,JAX,RB,2,WAS,0,0,0,0,2,2,14,0,0,0,2.4,2.4
1022,Knile Davis,KC,RB,17,LAC,9,23,2.6,0,0,0,0,0,0,0,2.3,2.3
1022,Damien Williams,MIA,RB,4,OAK,6,23,3.8,0,0,0,0,0,0,0,2.3,2.3
1022,Terrance West,CLE,RB,15,CIN,5,23,4.6,0,0,0,0,0,0,0,2.3,2.3
1022,Anthony Dixon,BUF,RB,6,NE,7,23,3.3,0,0,0,0,0,0,0,2.3,2.3
1022,Daniel Thomas,MIA,RB,11,BUF,5,23,4.6,0,0,0,0,0,0,0,2.3,2.3
1022,Jacquizz Rodgers,ATL,RB,2,CIN,5,23,4.6,0,1,0,0,0,0,0,2.3,2.3
1022,LeGarrette Blount,PIT,RB,9,BAL,10,23,2.3,0,0,0,0,0,0,0,2.3,2.3
1022,Bobby Rainey,TB,RB,4,PIT,4,2,0.5,0,2,1,16,0,0,0,2.3,2.3
1022,Knowshon Moreno,MIA,RB,6,GB,6,10,1.7,0,1,1,8,0,0,0,2.3,2.3
1022,Robert Hughes,ARI,FB,9,DAL,0,0,0,0,2,1,18,0,0,0,2.3,2.3
1022,Robert Hughes,ARI,FB,8,PHI,0,0,0,0,2,2,13,0,0,0,2.3,2.3
1022,James Develin,NE,RB,9,DEN,0,0,0,0,2,2,13,0,1,0,2.3,2.3
1034,John Kuhn,GB,FB,16,TB,4,22,5.5,0,0,0,0,0,0,0,2.2,2.2
1034,Joseph Randle,DAL,RB,4,NO,4,22,5.5,0,0,0,0,0,0,0,2.2,2.2
1034,Alfred Blue,HOU,RB,6,IND,3,22,7.3,0,0,0,0,0,0,0,2.2,2.2
1034,Chris Ivory,NYJ,RB,9,KC,8,22,2.8,0,0,0,0,0,0,0,2.2,2.2
1034,Chris Johnson,NYJ,RB,17,MIA,10,20,2,0,2,1,-3,0,0,0,2.2,2.2
1034,LeGarrette Blount,PIT,RB,7,HOU,7,9,1.3,0,1,1,8,0,0,0,2.2,2.2
1034,Maurice Jones-Drew,OAK,RB,10,DEN,3,10,3.3,0,1,1,7,0,0,0,2.2,2.2
1034,Reggie Bush,DET,RB,15,MIN,3,7,2.3,0,2,1,10,0,0,0,2.2,2.2
1034,Alfred Morris,WAS,RB,14,LAR,8,6,0.8,0,3,1,11,0,0,0,2.2,2.2
1034,Lance Dunbar,DAL,RB,8,WAS,1,6,6,0,2,1,11,0,0,0,2.2,2.2
1034,Jacquizz Rodgers,ATL,RB,10,TB,1,1,1,0,2,2,11,0,0,0,2.2,2.2
1034,LeGarrette Blount,PIT,RB,8,IND,6,21,3.5,0,2,2,11,0,1,1,2.2,2.2
1034,Jerick McKinnon,MIN,RB,2,NE,2,7,3.5,0,3,2,5,0,0,0,2.2,2.2
1034,Latavius Murray,OAK,RB,9,SEA,0,0,0,0,2,2,12,0,0,0,2.2,2.2
1034,Knile Davis,KC,RB,14,ARI,1,4,4,0,3,3,3,0,0,0,2.2,2.2
1049,DeAngelo Williams,CAR,RB,13,MIN,7,21,3,0,0,0,0,0,0,0,2.1,2.1
1049,Jerome Felton,MIN,FB,7,BUF,2,21,10.5,0,0,0,0,0,0,0,2.1,2.1
1049,Cedric Peerman,CIN,RB,11,NO,2,21,10.5,0,0,0,0,0,0,0,2.1,2.1
1049,Darren McFadden,OAK,RB,11,LAC,8,21,2.6,0,3,0,0,0,0,0,2.1,2.1
1049,Terrance West,CLE,RB,13,BUF,7,32,4.6,0,1,1,4,0,1,1,2.1,2.1
1049,Donald Brown,LAC,RB,16,SF,4,12,3,0,3,1,4,0,0,0,2.1,2.1
1049,Doug Martin,TB,RB,1,CAR,9,9,1,0,2,1,7,0,0,0,2.1,2.1
1049,Jordan Todman,JAX,RB,14,HOU,3,11,3.7,0,1,1,5,0,0,0,2.1,2.1
1049,James Develin,NE,RB,5,CIN,2,5,2.5,0,1,1,11,0,0,0,2.1,2.1
1049,Travaris Cadet,NO,RB,13,PIT,0,0,0,0,2,2,11,0,0,0,2.1,2.1
1049,Travaris Cadet,NO,RB,12,BAL,0,0,0,0,2,2,11,0,0,0,2.1,2.1
1049,Antonio Andrews,TEN,RB,17,IND,0,0,0,0,2,2,11,0,0,0,2.1,2.1
1049,Damien Williams,MIA,RB,7,CHI,1,-1,-1,0,2,2,12,0,0,0,2.1,2.1
1049,Joe Banyard,MIN,RB,5,GB,0,0,0,0,2,2,11,0,0,0,2.1,2.1
1063,Bryce Brown,BUF,RB,12,NYJ,6,20,3.3,0,0,0,0,0,0,0,2,2
1063,Frank Gore,SF,RB,7,DEN,9,20,2.2,0,1,0,0,0,0,0,2,2
1063,John Kuhn,GB,FB,10,CHI,5,20,4,0,0,0,0,0,0,0,2,2
1063,Bilal Powell,NYJ,RB,9,KC,5,20,4,0,0,0,0,0,0,0,2,2
1063,Ka'Deem Carey,CHI,RB,13,DET,2,8,4,0,1,1,7,0,0,0,2,2
1063,Robert Hughes,ARI,FB,17,SF,1,5,5,0,3,1,10,0,0,0,2,2
1063,Matt Asiata,MIN,RB,1,LAR,2,10,5,0,1,1,5,0,0,0,2,2
1063,Jacquizz Rodgers,ATL,RB,15,PIT,2,3,1.5,0,2,1,12,0,0,0,2,2
1063,Jacquizz Rodgers,ATL,RB,5,NYG,2,10,5,0,2,1,5,0,1,0,2,2
1063,Bruce Miller,SF,FB,6,LAR,0,0,0,0,1,1,15,0,0,0,2,2
1063,Carlos Hyde,SF,RB,6,LAR,11,14,1.3,0,1,1,1,0,0,0,2,2
1063,Brian Leonard,NO,RB,11,CIN,0,0,0,0,1,1,15,0,0,0,2,2
1063,Theo Riddick,DET,RB,16,CHI,0,0,0,0,3,2,10,0,0,0,2,2
1063,Dexter McCluster,TEN,RB,14,NYG,0,0,0,0,4,2,10,0,0,0,2,2
1063,Dri Archer,PIT,RB,5,JAX,1,2,2,0,2,2,8,0,0,0,2,2
1063,Jordan Todman,JAX,RB,8,MIA,2,10,5,0,2,2,0,0,0,0,2,2
1063,Rex Burkhead,CIN,RB,9,JAX,0,0,0,0,3,2,10,0,0,0,2,2
1063,Chris Thompson,WAS,RB,16,PHI,0,0,0,0,3,3,5,0,0,0,2,2
1081,Mike Tolbert,CAR,FB,16,CLE,7,19,2.7,0,1,0,0,0,0,0,1.9,1.9
1081,Jeremy Hill,CIN,RB,1,BAL,4,19,4.8,0,0,0,0,0,0,0,1.9,1.9
1081,Storm Johnson,JAX,RB,15,BAL,6,19,3.2,0,0,0,0,0,0,0,1.9,1.9
1081,Isaiah Crowell,CLE,RB,5,TEN,6,19,3.2,0,0,0,0,0,0,0,1.9,1.9
1081,Shaun Draughn,LAC,RB,5,NYJ,10,19,1.9,0,0,0,0,0,0,0,1.9,1.9
1081,Robert Turbin,SEA,RB,5,WAS,5,19,3.8,0,0,0,0,0,0,0,1.9,1.9
1081,Ka'Deem Carey,CHI,RB,6,ATL,4,19,4.8,0,0,0,0,0,0,0,1.9,1.9
1081,Damien Williams,MIA,RB,2,BUF,5,19,3.8,0,0,0,0,0,0,0,1.9,1.9
1081,Erik Lorig,NO,FB,10,SF,0,0,0,0,1,1,14,0,0,0,1.9,1.9
1081,Devonta Freeman,ATL,RB,10,TB,3,16,5.3,0,1,1,-2,0,0,0,1.9,1.9
1081,Chris Polk,PHI,RB,8,ARI,3,13,4.3,0,1,1,1,0,0,0,1.9,1.9
1081,Maurice Jones-Drew,OAK,RB,8,CLE,6,8,1.3,0,2,1,6,0,0,0,1.9,1.9
1081,Derrick Coleman,SEA,FB,3,DEN,0,0,0,0,1,1,14,0,0,0,1.9,1.9
1081,Dan Herron,IND,RB,9,NYG,8,10,1.2,0,1,1,4,0,0,0,1.9,1.9
1081,Roy Helu,WAS,RB,12,SF,0,0,0,0,2,2,9,0,0,0,1.9,1.9
1081,Trent Richardson,IND,RB,16,DAL,2,1,0.5,0,2,2,8,0,0,0,1.9,1.9
1081,Travaris Cadet,NO,RB,17,TB,0,0,0,0,4,2,9,0,0,0,1.9,1.9
1081,Antone Smith,ATL,RB,7,BAL,3,10,3.3,0,2,2,-1,0,0,0,1.9,1.9
1081,Marcel Reece,OAK,FB,10,DEN,1,3,3,0,2,2,6,0,0,0,1.9,1.9
1081,Damien Williams,MIA,RB,15,NE,0,0,0,0,4,2,9,0,0,0,1.9,1.9
1101,Lorenzo Taliaferro,BAL,RB,5,IND,5,18,3.6,0,0,0,0,0,0,0,1.8,1.8
1101,Andre Williams,NYG,RB,3,HOU,6,18,3,0,0,0,0,0,0,0,1.8,1.8
1101,Toby Gerhart,JAX,RB,8,MIA,4,10,2.5,0,1,1,3,0,0,0,1.8,1.8
1101,Matt Asiata,MIN,RB,6,DET,2,-5,-2.5,0,2,1,18,0,0,0,1.8,1.8
1101,Marcel Reece,OAK,FB,6,LAC,1,2,2,0,3,1,11,0,0,0,1.8,1.8
1101,Anthony Sherman,KC,FB,11,SEA,0,0,0,0,1,1,13,0,0,0,1.8,1.8
1101,James White,NE,RB,17,BUF,0,0,0,0,2,2,8,0,0,0,1.8,1.8
1101,Kyle Juszczyk,BAL,FB,4,CAR,0,0,0,0,2,2,8,0,0,0,1.8,1.8
1101,Anthony Sherman,KC,FB,14,ARI,0,0,0,0,2,2,8,0,0,0,1.8,1.8
1101,Devonta Freeman,ATL,RB,14,GB,2,-2,-1,0,2,2,10,0,0,0,1.8,1.8
1101,Jerick McKinnon,MIN,RB,3,NO,2,-1,-0.5,0,5,2,9,0,0,0,1.8,1.8
1112,Doug Martin,TB,RB,16,GB,10,17,1.7,0,1,0,0,0,0,0,1.7,1.7
1112,Chris Ogbonnaya,CAR,RB,7,GB,5,17,3.4,0,1,0,0,0,0,0,1.7,1.7
1112,LeSean McCoy,PHI,RB,4,SF,10,17,1.7,0,0,0,0,0,0,0,1.7,1.7
1112,James White,NE,RB,8,CHI,6,17,2.8,0,0,0,0,0,0,0,1.7,1.7
1112,Khiry Robinson,NO,RB,16,ATL,2,7,3.5,0,1,1,5,0,0,0,1.7,1.7
1112,Brandon Bolden,NE,RB,1,MIA,2,8,4,0,3,1,4,0,0,0,1.7,1.7
1112,Jacquizz Rodgers,ATL,RB,7,BAL,2,9,4.5,0,1,1,3,0,0,0,1.7,1.7
1112,Carlos Hyde,SF,RB,14,OAK,2,4,2,0,1,1,8,0,0,0,1.7,1.7
1112,Ray Agnew,CLE,FB,5,TEN,0,0,0,0,2,1,12,0,0,0,1.7,1.7
1112,Will Ta'ufo'ou,JAX,FB,5,PIT,0,0,0,0,1,1,12,0,0,0,1.7,1.7
1112,Will Johnson,PIT,FB,5,JAX,1,0,0,0,1,1,12,0,0,0,1.7,1.7
1112,Anthony Sherman,KC,FB,5,SF,0,0,0,0,2,1,12,0,0,0,1.7,1.7
1112,Darrel Young,WAS,FB,8,DAL,0,0,0,0,1,1,12,0,0,0,1.7,1.7
1112,Leon Washington,TEN,RB,6,JAX,1,1,1,0,3,1,11,0,0,0,1.7,1.7
1112,Jamaal Charles,KC,RB,2,DEN,2,4,2,0,1,1,8,0,0,0,1.7,1.7
1112,Juwan Thompson,DEN,RB,9,NE,2,6,3,0,1,1,6,0,0,0,1.7,1.7
1112,Kyle Juszczyk,BAL,FB,9,PIT,0,0,0,0,2,1,12,0,0,0,1.7,1.7
1112,Lance Dunbar,DAL,RB,10,JAX,0,0,0,0,2,2,7,0,0,0,1.7,1.7
1112,Marion Grice,ARI,RB,17,SF,0,0,0,0,3,3,2,0,0,0,1.7,1.7
1131,Fozzy Whittaker,CAR,RB,13,MIN,1,16,16,0,0,0,0,0,0,0,1.6,1.6
1131,Bernard Pierce,BAL,RB,13,LAC,6,16,2.7,0,1,0,0,0,0,0,1.6,1.6
1131,Frank Gore,SF,RB,12,WAS,13,36,2.8,0,0,0,0,0,1,1,1.6,1.6
1131,Lance Dunbar,DAL,RB,7,NYG,3,16,5.3,0,0,0,0,0,0,0,1.6,1.6
1131,Mike James,TB,RB,10,ATL,4,16,4,0,0,0,0,0,0,0,1.6,1.6
1131,Jeremy Stewart,DEN,RB,15,LAC,1,16,16,0,0,0,0,0,0,0,1.6,1.6
1131,Alfred Blue,HOU,RB,5,DAL,5,16,3.2,0,0,0,0,0,0,0,1.6,1.6
1131,Theo Riddick,DET,RB,3,GB,3,16,5.3,0,0,0,0,0,0,0,1.6,1.6
1131,George Winn,DET,RB,6,MIN,5,16,3.2,0,0,0,0,0,0,0,1.6,1.6
1131,Christine Michael,SEA,RB,9,OAK,4,16,4,0,0,0,0,0,0,0,1.6,1.6
1131,Knile Davis,KC,RB,16,PIT,2,2,1,0,1,1,9,0,0,0,1.6,1.6
1131,Will Johnson,PIT,FB,17,CIN,0,0,0,0,1,1,11,0,0,0,1.6,1.6
1131,Denard Robinson,JAX,RB,1,PHI,3,8,2.7,0,1,1,3,0,0,0,1.6,1.6
1131,Jordan Todman,JAX,RB,1,PHI,3,6,2,0,2,1,5,0,0,0,1.6,1.6
1131,Danny Woodhead,LAC,RB,1,ARI,6,5,0.8,0,1,1,6,0,0,0,1.6,1.6
1131,Jackie Battle,TEN,FB,10,BAL,0,0,0,0,1,1,11,0,0,0,1.6,1.6
1131,Latavius Murray,OAK,RB,10,DEN,2,4,2,0,1,1,7,0,0,0,1.6,1.6
1131,Damien Williams,MIA,RB,14,BAL,2,4,2,0,3,1,7,0,0,0,1.6,1.6
1131,Chris Johnson,NYJ,RB,6,DEN,3,9,3,0,2,1,2,0,0,0,1.6,1.6
1131,Marcel Reece,OAK,FB,2,HOU,0,0,0,0,1,1,11,0,0,0,1.6,1.6
1131,DuJuan Harris,GB,RB,2,NYJ,0,0,0,0,2,1,11,0,0,0,1.6,1.6
1131,Kyle Juszczyk,BAL,FB,12,NO,0,0,0,0,3,3,21,0,1,1,1.6,1.6
1153,Lance Dunbar,DAL,RB,13,PHI,2,15,7.5,0,0,0,0,0,0,0,1.5,1.5
1153,Ben Tate,MIN,RB,13,CAR,5,15,3,0,0,0,0,0,0,0,1.5,1.5
1153,Brandon Bolden,NE,RB,17,BUF,5,15,3,0,2,0,0,0,0,0,1.5,1.5
1153,Jeremy Hill,CIN,RB,7,IND,4,15,3.8,0,1,0,0,0,0,0,1.5,1.5
1153,Ben Tate,MIN,RB,14,NYJ,3,15,5,0,0,0,0,0,0,0,1.5,1.5
1153,Anthony Dixon,BUF,RB,14,DEN,3,15,5,0,0,0,0,0,0,0,1.5,1.5
1153,Bryce Brown,BUF,RB,8,NYJ,7,15,2.1,0,3,0,0,0,0,0,1.5,1.5
1153,Cedric Peerman,CIN,RB,3,TEN,5,15,3,0,0,0,0,0,0,0,1.5,1.5
1153,John Kuhn,GB,FB,6,MIA,4,15,3.8,0,0,0,0,0,0,0,1.5,1.5
1153,Darrel Young,WAS,FB,4,NYG,1,1,1,0,1,1,9,0,0,0,1.5,1.5
1153,John Kuhn,GB,FB,14,ATL,1,4,4,0,1,1,6,0,0,0,1.5,1.5
1153,Bruce Miller,SF,FB,5,KC,0,0,0,0,1,1,10,0,0,0,1.5,1.5
1153,Ronnie Brown,LAC,RB,8,DEN,1,8,8,0,1,1,2,0,0,0,1.5,1.5
1153,Stepfan Taylor,ARI,RB,6,WAS,3,10,3.3,0,2,1,0,0,0,0,1.5,1.5
1153,Stepfan Taylor,ARI,RB,11,DET,2,6,3,0,1,1,4,0,0,0,1.5,1.5
1153,Alfred Blue,HOU,RB,9,PHI,7,13,1.9,0,2,1,-3,0,0,0,1.5,1.5
1153,Jordan Todman,JAX,RB,9,CIN,1,9,9,0,1,1,1,0,0,0,1.5,1.5
1153,Mike Tolbert,CAR,FB,13,MIN,2,5,2.5,0,2,2,0,0,0,0,1.5,1.5
1153,Denard Robinson,JAX,RB,5,PIT,3,6,2,0,2,2,-1,0,0,0,1.5,1.5
