Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
50,Mike Cox,ATL,FB,3,SF,1,4,4,0,0,0,0,0,0,0,0.4,0.4
50,Anthony Dixon,SF,RB,3,ATL,1,4,4,0,0,0,0,0,0,0,0.4,0.4
52,Darrel Young,WAS,FB,1,SEA,1,3,3,0,1,0,0,0,0,0,0.3,0.3
53,Brian Leonard,CIN,RB,1,HOU,1,2,2,0,0,0,0,0,0,0,0.2,0.2
54,Ben Tate,HOU,RB,1,CIN,2,1,0.5,0,0,0,0,0,0,0,0.1,0.1
55,Jerome Felton,MIN,FB,1,GB,0,0,0,0,0,0,0,0,0,0,0,0
55,John Conner,CIN,FB,1,HOU,0,0,0,0,0,0,0,0,0,0,0,0
55,Deji Karim,IND,RB,1,BAL,0,0,0,0,0,0,0,0,0,0,0,0
55,Keiland Williams,WAS,RB,1,SEA,0,0,0,0,0,0,0,0,0,0,0,0
55,Toby Gerhart,MIN,RB,1,GB,0,0,0,0,0,0,0,0,0,0,0,0
55,Cedric Peerman,CIN,RB,1,HOU,0,0,0,0,0,0,0,0,0,0,0,0
55,Leon Washington,SEA,RB,1,WAS,0,0,0,0,0,0,0,0,0,0,0,0
55,Anthony Allen,BAL,RB,1,IND,0,0,0,0,0,0,0,0,0,0,0,0
55,Alex Green,GB,RB,1,MIN,0,0,0,0,0,0,0,0,0,0,0,0
55,Matt Asiata,MIN,RB,1,GB,0,0,0,0,0,0,0,0,0,0,0,0
55,Mike Cox,ATL,FB,2,SEA,0,0,0,0,0,0,0,0,0,0,0,0
55,John Kuhn,GB,FB,2,SF,0,0,0,0,1,0,0,0,0,0,0,0
55,Ryan Grant,GB,RB,2,SF,0,0,0,0,0,0,0,0,0,0,0,0
55,Justin Forsett,HOU,RB,2,NE,0,0,0,0,0,0,0,0,0,0,0,0
55,Chris Gronkowski,DEN,RB,2,BAL,0,0,0,0,0,0,0,0,0,0,0,0
55,Antone Smith,ATL,RB,2,SEA,0,0,0,0,0,0,0,0,0,0,0,0
55,Lance Ball,DEN,RB,2,BAL,0,0,0,0,0,0,0,0,0,0,0,0
55,Leon Washington,SEA,RB,2,ATL,0,0,0,0,0,0,0,0,0,0,0,0
55,Danny Woodhead,NE,RB,2,HOU,1,0,0,0,0,0,0,0,0,0,0,0
55,Will Tukuafu,SF,FB,2,GB,0,0,0,0,0,0,0,0,0,0,0,0
55,Anthony Allen,BAL,RB,2,DEN,0,0,0,0,0,0,0,0,0,0,0,0
55,Alex Green,GB,RB,2,SF,0,0,0,0,0,0,0,0,0,0,0,0
55,Bruce Miller,SF,FB,2,GB,0,0,0,0,1,0,0,0,0,0,0,0
55,Tyler Clutts,HOU,FB,2,NE,0,0,0,0,0,0,0,0,0,0,0,0
55,Ben Tate,HOU,RB,2,NE,0,0,0,0,0,0,0,0,0,0,0,0
55,Brandon Bolden,NE,RB,2,HOU,0,0,0,0,0,0,0,0,0,0,0,0
55,Antone Smith,ATL,RB,3,SF,0,0,0,0,0,0,0,0,0,0,0,0
55,Will Tukuafu,SF,FB,3,ATL,0,0,0,0,0,0,0,0,0,0,0,0
55,Anthony Allen,BAL,RB,3,NE,0,0,0,0,0,0,0,0,0,0,0,0
55,Bruce Miller,SF,FB,3,ATL,0,0,0,0,0,0,0,0,0,0,0,0
55,Brandon Bolden,NE,RB,3,BAL,0,0,0,0,0,0,0,0,0,0,0,0
55,Anthony Dixon,SF,RB,4,BAL,0,0,0,0,0,0,0,0,0,0,0,0
55,Will Tukuafu,SF,FB,4,BAL,0,0,0,0,0,0,0,0,0,0,0,0
55,Anthony Allen,BAL,RB,4,SF,0,0,0,0,0,0,0,0,0,0,0,0
55,Bruce Miller,SF,FB,4,BAL,0,0,0,0,0,0,0,0,0,0,0,0
90,Michael Robinson,SEA,RB,2,ATL,1,-1,-1,0,0,0,0,0,0,0,-0.1,-0.1
91,LaMichael James,SF,RB,4,BAL,3,10,3.3,0,0,0,0,0,1,1,-1,-1
