Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,LeGarrette Blount,NE,RB,2,IND,24,166,6.9,4,0,0,0,0,0,0,40.6,40.6
2,Marshawn Lynch,SEA,RB,2,NO,28,140,5,2,3,1,3,0,0,0,26.8,26.8
3,Knile Davis,KC,RB,1,IND,18,67,3.7,1,7,7,33,1,0,0,25.5,25.5
4,Donald Brown,IND,RB,1,KC,11,55,5,1,6,4,47,1,1,0,24.2,24.2
5,Stevan Ridley,NE,RB,2,IND,14,52,3.7,2,0,0,0,0,0,0,19.2,19.2
6,Mark Ingram,NO,RB,1,PHI,18,97,5.4,1,4,3,17,0,0,0,18.9,18.9
7,LeSean McCoy,PHI,RB,1,NO,21,77,3.7,1,5,4,15,0,0,0,17.2,17.2
8,Marshawn Lynch,SEA,RB,3,SF,22,109,5,1,0,0,0,0,0,0,16.9,16.9
9,Knowshon Moreno,DEN,RB,2,LAC,23,82,3.6,1,2,1,12,0,0,0,15.9,15.9
10,Ronnie Brown,LAC,RB,1,CIN,8,77,9.6,1,1,1,9,0,0,0,15.1,15.1
11,Frank Gore,SF,RB,1,GB,20,66,3.3,1,1,1,11,0,0,0,14.2,14.2
12,Danny Woodhead,LAC,RB,1,CIN,15,54,3.6,1,4,2,14,0,0,0,13.8,13.8
13,Khiry Robinson,NO,RB,2,SEA,13,57,4.4,1,1,1,13,0,0,0,13.5,13.5
14,Giovani Bernard,CIN,RB,1,LAC,12,45,3.8,0,11,7,73,0,1,1,13.3,13.3
15,Shane Vereen,NE,RB,3,DEN,4,34,8.5,0,8,5,59,0,0,0,11.8,11.8
16,Marshawn Lynch,SEA,RB,4,DEN,15,39,2.6,1,0,0,0,0,0,0,9.9,9.9
17,Eddie Lacy,GB,RB,1,SF,21,81,3.9,0,3,2,7,0,0,0,9.8,9.8
18,Frank Gore,SF,RB,2,CAR,17,84,4.9,0,2,1,8,0,0,0,9.7,9.7
19,Knowshon Moreno,DEN,RB,3,NE,14,59,4.2,0,2,2,22,0,0,0,9.1,9.1
20,Dexter McCluster,KC,RB,1,IND,1,3,3,0,8,7,52,0,0,0,9,9
21,John Kuhn,GB,FB,1,SF,2,2,1,1,2,2,16,0,1,0,8.8,8.8
22,Darren Sproles,NO,RB,1,PHI,4,29,7.2,0,7,4,31,0,0,0,8,8
23,Ryan Mathews,LAC,RB,1,CIN,13,52,4,0,2,2,12,0,0,0,7.4,7.4
24,Donald Brown,IND,RB,2,NE,17,63,3.7,0,1,1,3,0,0,0,7.1,7.1
24,Anthony Sherman,KC,FB,1,IND,0,0,0,0,2,2,1,1,0,0,7.1,7.1
24,Montee Ball,DEN,RB,3,NE,12,43,3.6,0,4,3,13,0,0,0,7.1,7.1
27,Anthony Dixon,SF,RB,3,SEA,2,1,0.5,1,0,0,0,0,0,0,6.1,6.1
28,Darren Sproles,NO,RB,2,SEA,3,2,0.7,0,6,5,32,0,0,0,5.9,5.9
29,Danny Woodhead,LAC,RB,2,DEN,9,29,3.2,0,3,3,10,0,0,0,5.4,5.4
30,Montee Ball,DEN,RB,2,LAC,10,52,5.2,0,0,0,0,0,0,0,5.2,5.2
30,Knowshon Moreno,DEN,RB,4,SEA,5,17,3.4,0,4,3,20,0,1,0,5.2,5.2
32,Mark Ingram,NO,RB,2,SEA,10,49,4.9,0,2,0,0,0,1,1,4.9,4.9
33,James Starks,GB,RB,1,SF,5,29,5.8,0,2,1,13,0,0,0,4.7,4.7
34,Khiry Robinson,NO,RB,1,PHI,8,45,5.6,0,0,0,0,0,0,0,4.5,4.5
35,Shane Vereen,NE,RB,2,IND,5,17,3.4,0,6,2,16,0,0,0,4.3,4.3
36,BenJarvus Green-Ellis,CIN,RB,1,LAC,8,42,5.2,0,0,0,0,0,0,0,4.2,4.2
37,Ronnie Brown,LAC,RB,2,DEN,1,0,0,0,5,4,18,0,0,0,3.8,3.8
38,Frank Gore,SF,RB,3,SEA,11,14,1.3,0,2,1,17,0,0,0,3.6,3.6
39,CJ Anderson,DEN,RB,4,SEA,2,9,4.5,0,1,1,14,0,0,0,2.8,2.8
40,Kendall Hunter,SF,RB,2,CAR,9,27,3,0,1,0,0,0,0,0,2.7,2.7
