Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
63,Dwayne Washington,DET,RB,1,SEA,0,0,0,0,0,0,0,0,0,0,0,0
63,Joique Bell,DET,RB,1,SEA,0,0,0,0,0,0,0,0,0,0,0,0
63,David Johnson,PIT,RB,1,MIA,0,0,0,0,0,0,0,0,0,0,0,0
63,Roosevelt Nix,PIT,RB,1,MIA,0,0,0,0,0,0,0,0,0,0,0,0
63,Fitzgerald Toussaint,PIT,RB,1,MIA,0,0,0,0,0,0,0,0,0,0,0,0
63,Kenyan Drake,MIA,RB,1,PIT,0,0,0,0,1,0,0,0,0,0,0,0
63,Joe Kerridge,GB,FB,1,NYG,0,0,0,0,0,0,0,0,0,0,0,0
63,Patrick DiMarco,ATL,FB,2,SEA,0,0,0,0,1,0,0,0,0,0,0,0
63,Tyler Ervin,HOU,RB,2,NE,0,0,0,0,0,0,0,0,0,0,0,0
63,Jay Prosch,HOU,FB,2,NE,0,0,0,0,0,0,0,0,0,0,0,0
63,Brandon Bolden,NE,RB,2,HOU,0,0,0,0,0,0,0,0,0,0,0,0
63,DeAngelo Williams,PIT,RB,2,KC,0,0,0,0,0,0,0,0,0,0,0,0
63,David Johnson,PIT,RB,2,KC,0,0,0,0,0,0,0,0,0,0,0,0
63,Roosevelt Nix,PIT,RB,2,KC,0,0,0,0,0,0,0,0,0,0,0,0
63,Keith Smith,DAL,FB,2,GB,0,0,0,0,0,0,0,0,0,0,0,0
63,Christine Michael,GB,RB,2,DAL,0,0,0,0,0,0,0,0,0,0,0,0
63,Lance Dunbar,DAL,RB,2,GB,0,0,0,0,0,0,0,0,0,0,0,0
63,Darren McFadden,DAL,RB,2,GB,0,0,0,0,0,0,0,0,0,0,0,0
63,Brandon Bolden,NE,RB,4,ATL,0,0,0,0,0,0,0,0,0,0,0,0
63,James Develin,NE,RB,4,ATL,0,0,0,0,0,0,0,0,0,0,0,0
