,date,favorite,spread,underdog,total,awayMoneyLine,homeMoneyLine,season,week
14,"December 5, 2016 8:30 PM",at Jets,-1.5,Colts,48.5,100.0,-125.0,2016,13
0,"December 8, 2016 8:25 PM",at Chiefs,-3.5,Raiders,46.0,163.0,-200.0,2016,14
1,"December 11, 2016 1:00 PM",at Colts,-6.5,Texans,47.5,220.0,-280.0,2016,14
2,"December 11, 2016 1:00 PM",Vikings,-3.0,at Jaguars,38.0,-188.0,150.0,2016,14
3,"December 11, 2016 1:00 PM",Steelers,-2.0,at Bills,46.0,-125.0,105.0,2016,14
4,"December 11, 2016 1:00 PM",at Panthers,-1.0,Chargers,48.5,100.0,-120.0,2016,14
5,"December 11, 2016 1:00 PM",Bengals,-4.5,at Browns,41.5,-205.0,175.0,2016,14
6,"December 11, 2016 1:00 PM",at Lions,-7.5,Bears,42.0,280.0,-350.0,2016,14
7,"December 11, 2016 1:00 PM",Cardinals,-2.0,at Dolphins,44.0,-128.0,108.0,2016,14
8,"December 11, 2016 1:00 PM",Redskins,-2.5,at Eagles,48.5,-133.0,110.0,2016,14
9,"December 11, 2016 1:00 PM",at Titans,-2.0,Broncos,44.0,110.0,-130.0,2016,14
10,"December 11, 2016 4:05 PM",at 49ers,-2.5,Jets,43.0,135.0,-145.0,2016,14
11,"December 11, 2016 4:25 PM",at Buccaneers,-2.5,Saints,51.5,115.0,-135.0,2016,14
12,"December 11, 2016 4:25 PM",Seahawks,-3.0,at Packers,46.0,-155.0,135.0,2016,14
13,"December 11, 2016 4:25 PM",Falcons,-5.0,at Rams,44.0,-220.0,190.0,2016,14
14,"December 11, 2016 8:30 PM",Cowboys,-3.5,at Giants,47.0,-185.0,165.0,2016,14
15,"December 12, 2016 8:30 PM",at Patriots,-6.5,Ravens,45.0,235.0,-275.0,2016,14
0,"December 15, 2016 8:25 PM",at Seahawks,-15.5,Rams,39.5,900.0,-1600.0,2016,15
1,"December 17, 2016 8:25 PM",Dolphins,-2.5,at Jets,39.5,-150.0,125.0,2016,15
2,"December 18, 2016 1:00 PM",at Vikings,-5.5,Colts,45.0,195.0,-240.0,2016,15
3,"December 18, 2016 1:00 PM",at Giants,-4.0,Lions,41.5,180.0,-200.0,2016,15
4,"December 18, 2016 1:00 PM",at Ravens,-5.0,Eagles,41.0,195.0,-240.0,2016,15
5,"December 18, 2016 1:00 PM",at Bills,-10.5,Browns,43.0,350.0,-500.0,2016,15
6,"December 18, 2016 1:00 PM",Packers,-4.5,at Bears,40.0,-230.0,190.0,2016,15
7,"December 18, 2016 1:00 PM",Steelers,-3.0,at Bengals,45.5,-175.0,140.0,2016,15
8,"December 18, 2016 1:00 PM",at Texans,-3.5,Jaguars,39.5,155.0,-189.0,2016,15
9,"December 18, 2016 1:00 PM",at Chiefs,-6.0,Titans,42.5,220.0,-260.0,2016,15
10,"December 18, 2016 4:05 PM",at Cardinals,-3.0,Saints,48.0,135.0,-160.0,2016,15
11,"December 18, 2016 4:05 PM",at Falcons,-14.0,49ers,51.5,700.0,-1100.0,2016,15
12,"December 18, 2016 4:25 PM",Raiders,-2.5,at Chargers,50.0,-143.0,115.0,2016,15
13,"December 18, 2016 4:25 PM",Patriots,-3.0,at Broncos,43.0,-165.0,135.0,2016,15
14,"December 18, 2016 8:30 PM",at Cowboys,-6.5,Buccaneers,47.5,240.0,-300.0,2016,15
15,"December 19, 2016 8:30 PM",at Redskins,-7.0,Panthers,50.5,255.0,-320.0,2016,15
0,"December 22, 2016 8:25 PM",at Eagles,-1.0,Giants,42.5,-110.0,-110.0,2016,16
1,"December 24, 2016 1:00 PM",at Patriots,-17.0,Jets,45.0,1000.0,-2000.0,2016,16
2,"December 24, 2016 1:00 PM",at Bills,-4.5,Dolphins,44.0,190.0,-220.0,2016,16
3,"December 24, 2016 1:00 PM",Falcons,-3.0,at Panthers,48.5,-165.0,135.0,2016,16
4,"December 24, 2016 1:00 PM",Redskins,-3.0,at Bears,49.0,-163.0,130.0,2016,16
5,"December 24, 2016 1:00 PM",Chargers,-4.5,at Browns,46.0,-210.0,180.0,2016,16
6,"December 24, 2016 1:00 PM",at Packers,-6.5,Vikings,44.5,230.0,-295.0,2016,16
7,"December 24, 2016 1:00 PM",Titans,-4.5,at Jaguars,44.0,-220.0,180.0,2016,16
8,"December 24, 2016 4:05 PM",at Raiders,-3.5,Colts,51.5,165.0,-185.0,2016,16
9,"December 24, 2016 4:25 PM",at Rams,-5.0,49ers,39.5,200.0,-240.0,2016,16
10,"December 24, 2016 4:25 PM",at Saints,-3.0,Buccaneers,53.0,155.0,-175.0,2016,16
11,"December 24, 2016 4:25 PM",at Seahawks,-8.0,Cardinals,43.5,300.0,-400.0,2016,16
12,"December 24, 2016 8:25 PM",at Texans,-3.0,Bengals,41.5,135.0,-155.0,2016,16
13,"December 25, 2016 4:30 PM",at Steelers,-6.0,Ravens,46.5,225.0,-300.0,2016,16
14,"December 25, 2016 8:30 PM",at Chiefs,-3.5,Broncos,37.5,160.0,-185.0,2016,16
15,"December 26, 2016 8:30 PM",at Cowboys,-6.5,Lions,46.5,225.0,-265.0,2016,16
0,"January 1, 2017 1:00 PM",Ravens,-1.5,at Bengals,40.5,-125.0,105.0,2016,17
1,"January 1, 2017 1:00 PM",at Colts,-5.5,Jaguars,48.5,210.0,-260.0,2016,17
2,"January 1, 2017 1:00 PM",Patriots,-8.0,at Dolphins,47.0,-400.0,300.0,2016,17
3,"January 1, 2017 1:00 PM",at Vikings,-6.5,Bears,43.5,210.0,-260.0,2016,17
4,"January 1, 2017 1:00 PM",Bills,-4.5,at Jets,43.0,-222.0,180.0,2016,17
5,"January 1, 2017 1:00 PM",at Eagles,-6.5,Cowboys,44.0,230.0,-270.0,2016,17
6,"January 1, 2017 1:00 PM",at Steelers,-3.0,Browns,41.5,135.0,-155.0,2016,17
7,"January 1, 2017 1:00 PM",at Buccaneers,-3.0,Panthers,44.5,135.0,-155.0,2016,17
8,"January 1, 2017 1:00 PM",at Titans,-3.0,Texans,41.0,140.0,-160.0,2016,17
9,"January 1, 2017 4:25 PM",at Redskins,-7.5,Giants,47.5,314.0,-360.0,2016,17
10,"January 1, 2017 4:25 PM",at Falcons,-7.5,Saints,58.5,275.0,-350.0,2016,17
11,"January 1, 2017 4:25 PM",Seahawks,-11.5,at 49ers,43.5,-600.0,450.0,2016,17
12,"January 1, 2017 4:25 PM",Chiefs,-5.5,at Chargers,44.5,-233.0,205.0,2016,17
13,"January 1, 2017 4:25 PM",Cardinals,-7.0,at Rams,39.0,-320.0,260.0,2016,17
14,"January 1, 2017 4:25 PM",at Broncos,-1.0,Raiders,40.0,-105.0,-115.0,2016,17
15,"January 1, 2017 8:30 PM",Packers,-3.5,at Lions,50.5,-200.0,170.0,2016,17
0,"September 7, 2017 8:30 PM",at Patriots,-9.0,Chiefs,48.0,400.0,-450.0,2017,1
1,"September 10, 2017 1:00 PM",Buccaneers,-2.5,at Dolphins,41.5,-140.0,120.0,2017,1
2,"September 10, 2017 1:00 PM",at Titans,-2.5,Raiders,50.5,127.0,-137.0,2017,1
3,"September 10, 2017 1:00 PM",Eagles,-1.5,at Redskins,49.5,-120.0,110.0,2017,1
4,"September 10, 2017 1:00 PM",at Bills,-7.5,Jets,42.5,325.0,-360.0,2017,1
5,"September 10, 2017 1:00 PM",Falcons,-6.5,at Bears,48.0,-286.0,258.0,2017,1
6,"September 10, 2017 1:00 PM",at Bengals,-2.5,Ravens,41.5,125.0,-135.0,2017,1
7,"September 10, 2017 1:00 PM",Steelers,-10.0,at Browns,47.0,-485.0,425.0,2017,1
8,"September 10, 2017 1:00 PM",Cardinals,-2.0,at Lions,48.5,-123.0,113.0,2017,1
9,"September 10, 2017 1:00 PM",at Texans,-6.0,Jaguars,37.5,210.0,-230.0,2017,1
10,"September 10, 2017 4:05 PM",at Rams,-3.0,Colts,41.5,167.0,-178.0,2017,1
11,"September 10, 2017 4:25 PM",at Packers,-2.5,Seahawks,49.5,120.0,-130.0,2017,1
12,"September 10, 2017 4:25 PM",Panthers,-4.5,at 49ers,45.0,-200.0,185.0,2017,1
13,"September 10, 2017 8:30 PM",at Cowboys,-5.5,Giants,46.0,215.0,-235.0,2017,1
14,"September 11, 2017 7:10 PM",at Vikings,-3.0,Saints,47.5,155.0,-165.0,2017,1
15,"September 11, 2017 10:20 PM",at Broncos,-3.0,Chargers,42.0,133.0,-143.0,2017,1
0,"September 14, 2017 8:25 PM",at Bengals,-5.5,Texans,38.5,200.0,-220.0,2017,2
1,"September 17, 2017 1:00 PM",at Ravens,-7.5,Browns,39.5,295.0,-325.0,2017,2
2,"September 17, 2017 1:00 PM",at Panthers,-6.5,Bills,43.5,248.0,-270.0,2017,2
3,"September 17, 2017 1:00 PM",Cardinals,-6.5,at Colts,43.5,-280.0,255.0,2017,2
4,"September 17, 2017 1:00 PM",Titans,-1.5,at Jaguars,41.5,-118.0,108.0,2017,2
5,"September 17, 2017 1:00 PM",at Chiefs,-4.0,Eagles,46.5,175.0,-190.0,2017,2
6,"September 17, 2017 1:00 PM",Patriots,-5.5,at Saints,55.0,-230.0,210.0,2017,2
7,"September 17, 2017 1:00 PM",at Steelers,-8.5,Vikings,43.0,320.0,-355.0,2017,2
8,"September 17, 2017 1:00 PM",at Buccaneers,-7.0,Bears,44.0,275.0,-305.0,2017,2
9,"September 17, 2017 4:05 PM",at Raiders,-14.0,Jets,43.5,700.0,-900.0,2017,2
10,"September 17, 2017 4:05 PM",at Chargers,-3.5,Dolphins,46.5,167.0,-178.0,2017,2
11,"September 17, 2017 4:25 PM",at Rams,-3.0,Redskins,46.5,140.0,-150.0,2017,2
12,"September 17, 2017 4:25 PM",Cowboys,-2.5,at Broncos,44.0,-128.0,118.0,2017,2
13,"September 17, 2017 4:25 PM",at Seahawks,-13.5,49ers,41.5,725.0,-925.0,2017,2
14,"September 17, 2017 8:30 PM",at Falcons,-3.0,Packers,54.5,158.0,-168.0,2017,2
15,"September 18, 2017 8:30 PM",at Giants,-3.0,Lions,42.5,150.0,-160.0,2017,2
0,"September 21, 2017 8:25 PM",Rams,-3.0,at 49ers,40.5,-148.0,138.0,2017,3
1,"September 24, 2017 9:30 AM",Ravens,-3.0,at Jaguars,38.0,-160.0,150.0,2017,3
2,"September 24, 2017 1:00 PM",Browns,-1.0,at Colts,42.0,-105.0,-105.0,2017,3
3,"September 24, 2017 1:00 PM",Broncos,-3.5,at Bills,40.0,-170.0,160.0,2017,3
4,"September 24, 2017 1:00 PM",at Panthers,-5.0,Saints,46.5,205.0,-225.0,2017,3
5,"September 24, 2017 1:00 PM",Steelers,-7.0,at Bears,43.5,-300.0,270.0,2017,3
6,"September 24, 2017 1:00 PM",Falcons,-3.0,at Lions,50.5,-157.0,147.0,2017,3
7,"September 24, 2017 1:00 PM",Buccaneers,-1.0,at Vikings,41.0,-105.0,-105.0,2017,3
8,"September 24, 2017 1:00 PM",at Patriots,-13.5,Texans,44.5,700.0,-900.0,2017,3
9,"September 24, 2017 1:00 PM",Dolphins,-5.5,at Jets,43.0,-220.0,200.0,2017,3
10,"September 24, 2017 1:00 PM",at Eagles,-5.0,Giants,42.0,195.0,-215.0,2017,3
11,"September 24, 2017 4:05 PM",at Titans,-2.5,Seahawks,41.5,118.0,-128.0,2017,3
12,"September 24, 2017 4:25 PM",at Packers,-7.0,Bengals,47.5,300.0,-330.0,2017,3
13,"September 24, 2017 4:25 PM",Chiefs,-3.0,at Chargers,47.5,-145.0,135.0,2017,3
14,"September 24, 2017 8:30 PM",Raiders,-3.0,at Redskins,53.5,-173.0,163.0,2017,3
15,"September 25, 2017 8:30 PM",Cowboys,-3.0,at Cardinals,46.5,-146.0,136.0,2017,3
0,"September 28, 2017 8:25 PM",at Packers,-7.0,Bears,44.0,315.0,-345.0,2017,4
1,"October 1, 2017 9:30 AM",Saints,-4.0,at Dolphins,52.0,-190.0,175.0,2017,4
2,"October 1, 2017 1:00 PM",at Vikings,-2.5,Lions,43.5,135.0,-145.0,2017,4
3,"October 1, 2017 1:00 PM",at Patriots,-9.0,Panthers,48.0,410.0,-460.0,2017,4
4,"October 1, 2017 1:00 PM",Jaguars,-4.0,at Jets,38.5,-190.0,175.0,2017,4
5,"October 1, 2017 1:00 PM",Titans,-2.5,at Texans,43.5,-140.0,130.0,2017,4
6,"October 1, 2017 1:00 PM",at Falcons,-8.0,Bills,48.0,328.0,-365.0,2017,4
7,"October 1, 2017 1:00 PM",Steelers,-3.5,at Ravens,42.0,-185.0,170.0,2017,4
8,"October 1, 2017 1:00 PM",Bengals,-3.5,at Browns,41.5,-170.0,160.0,2017,4
9,"October 1, 2017 1:00 PM",at Cowboys,-5.5,Rams,50.5,215.0,-235.0,2017,4
10,"October 1, 2017 4:05 PM",at Cardinals,-6.5,49ers,43.5,235.0,-255.0,2017,4
11,"October 1, 2017 4:05 PM",at Chargers,-2.0,Eagles,48.0,116.0,-126.0,2017,4
12,"October 1, 2017 4:05 PM",at Buccaneers,-2.5,Giants,45.5,120.0,-130.0,2017,4
13,"October 1, 2017 4:25 PM",at Broncos,-3.5,Raiders,43.5,170.0,-185.0,2017,4
14,"October 1, 2017 8:30 PM",at Seahawks,-12.0,Colts,41.5,650.0,-825.0,2017,4
15,"October 2, 2017 8:30 PM",at Chiefs,-6.5,Redskins,48.0,260.0,-290.0,2017,4
0,"October 5, 2017 8:25 PM",Patriots,-3.5,at Buccaneers,54.5,-185.0,170.0,2017,5
1,"October 8, 2017 1:00 PM",at Eagles,-6.0,Cardinals,44.5,230.0,-250.0,2017,5
2,"October 8, 2017 1:00 PM",at Steelers,-7.0,Jaguars,41.0,280.0,-310.0,2017,5
3,"October 8, 2017 1:00 PM",at Bengals,-3.0,Bills,39.5,140.0,-150.0,2017,5
4,"October 8, 2017 1:00 PM",Jets,-1.5,at Browns,41.5,-120.0,110.0,2017,5
5,"October 8, 2017 1:00 PM",at Lions,-2.0,Panthers,41.5,113.0,-123.0,2017,5
6,"October 8, 2017 1:00 PM",49ers,-1.0,at Colts,43.5,105.0,-115.0,2017,5
7,"October 8, 2017 1:00 PM",Titans,-1.0,at Dolphins,41.5,104.0,-114.0,2017,5
8,"October 8, 2017 1:00 PM",at Giants,-3.0,Chargers,45.5,150.0,-160.0,2017,5
9,"October 8, 2017 4:05 PM",at Raiders,-3.0,Ravens,40.5,140.0,-150.0,2017,5
10,"October 8, 2017 4:05 PM",at Rams,-2.0,Seahawks,46.5,113.0,-123.0,2017,5
11,"October 8, 2017 4:25 PM",at Cowboys,-2.5,Packers,52.0,123.0,-133.0,2017,5
12,"October 8, 2017 8:30 PM",Chiefs,-1.5,at Texans,45.5,-120.0,110.0,2017,5
13,"October 9, 2017 8:30 PM",Vikings,-3.5,at Bears,41.0,-185.0,170.0,2017,5
0,"October 12, 2017 8:25 PM",at Panthers,-3.0,Eagles,44.0,135.0,-145.0,2017,6
1,"October 15, 2017 1:00 PM",at Falcons,-14.0,Dolphins,46.0,680.0,-870.0,2017,6
2,"October 15, 2017 1:00 PM",at Ravens,-5.0,Bears,39.5,190.0,-210.0,2017,6
3,"October 15, 2017 1:00 PM",Packers,-3.0,at Vikings,46.0,-152.0,142.0,2017,6
4,"October 15, 2017 1:00 PM",at Saints,-5.5,Lions,50.5,210.0,-230.0,2017,6
5,"October 15, 2017 1:00 PM",Patriots,-9.5,at Jets,48.5,-420.0,375.0,2017,6
6,"October 15, 2017 1:00 PM",at Texans,-7.0,Browns,46.0,310.0,-340.0,2017,6
7,"October 15, 2017 1:00 PM",at Redskins,-11.5,49ers,46.5,475.0,-560.0,2017,6
8,"October 15, 2017 4:05 PM",Buccaneers,-2.5,at Cardinals,46.5,-135.0,125.0,2017,6
9,"October 15, 2017 4:05 PM",Rams,-1.0,at Jaguars,42.0,103.0,-113.0,2017,6
10,"October 15, 2017 4:25 PM",at Chiefs,-3.5,Steelers,46.0,168.0,-180.0,2017,6
11,"October 15, 2017 4:25 PM",at Raiders,-3.0,Chargers,48.0,145.0,-155.0,2017,6
12,"October 15, 2017 8:30 PM",at Broncos,-13.5,Giants,37.5,590.0,-735.0,2017,6
13,"October 16, 2017 8:30 PM",at Titans,-6.5,Colts,46.0,248.0,-270.0,2017,6
0,"October 19, 2017 8:25 PM",Chiefs,-3.0,at Raiders,46.5,-145.0,135.0,2017,7
1,"October 22, 2017 1:00 PM",at Bills,-3.0,Buccaneers,46.5,155.0,-165.0,2017,7
2,"October 22, 2017 1:00 PM",Panthers,-2.5,at Bears,39.5,-145.0,135.0,2017,7
3,"October 22, 2017 1:00 PM",Titans,-6.0,at Browns,42.5,-230.0,210.0,2017,7
4,"October 22, 2017 1:00 PM",Saints,-3.5,at Packers,45.5,-175.0,165.0,2017,7
5,"October 22, 2017 1:00 PM",Jaguars,-3.0,at Colts,41.0,-150.0,140.0,2017,7
6,"October 22, 2017 1:00 PM",at Rams,-3.0,Cardinals,45.5,150.0,-160.0,2017,7
7,"October 22, 2017 1:00 PM",at Dolphins,-3.0,Jets,40.0,145.0,-155.0,2017,7
8,"October 22, 2017 1:00 PM",at Vikings,-5.5,Ravens,37.5,210.0,-230.0,2017,7
9,"October 22, 2017 4:05 PM",Cowboys,-6.0,at 49ers,48.0,-260.0,240.0,2017,7
10,"October 22, 2017 4:25 PM",Seahawks,-3.5,at Giants,38.5,-185.0,170.0,2017,7
11,"October 22, 2017 4:25 PM",at Steelers,-4.5,Bengals,40.0,190.0,-210.0,2017,7
12,"October 22, 2017 4:25 PM",Broncos,-1.0,at Chargers,41.0,-107.0,-103.0,2017,7
13,"October 22, 2017 8:30 PM",at Patriots,-2.5,Falcons,56.5,130.0,-140.0,2017,7
14,"October 23, 2017 8:30 PM",at Eagles,-5.5,Redskins,48.5,205.0,-225.0,2017,7
0,"October 26, 2017 8:25 PM",at Ravens,-3.0,Dolphins,38.0,140.0,-150.0,2017,8
1,"October 29, 2017 9:30 AM",Vikings,-11.0,at Browns,38.5,-525.0,450.0,2017,8
2,"October 29, 2017 1:00 PM",at Bills,-2.0,Raiders,47.5,112.0,-122.0,2017,8
3,"October 29, 2017 1:00 PM",at Bengals,-10.5,Colts,44.0,420.0,-475.0,2017,8
4,"October 29, 2017 1:00 PM",at Patriots,-6.5,Chargers,49.0,245.0,-265.0,2017,8
5,"October 29, 2017 1:00 PM",at Saints,-7.5,Bears,46.0,320.0,-355.0,2017,8
6,"October 29, 2017 1:00 PM",Falcons,-6.5,at Jets,44.0,-280.0,255.0,2017,8
7,"October 29, 2017 1:00 PM",at Eagles,-12.5,49ers,45.0,600.0,-750.0,2017,8
8,"October 29, 2017 1:00 PM",Panthers,-1.5,at Buccaneers,46.0,108.0,-118.0,2017,8
9,"October 29, 2017 4:05 PM",at Seahawks,-6.0,Texans,45.0,240.0,-260.0,2017,8
10,"October 29, 2017 4:25 PM",Cowboys,-3.0,at Redskins,46.5,-158.0,148.0,2017,8
11,"October 29, 2017 8:30 PM",Steelers,-3.0,at Lions,44.5,-165.0,155.0,2017,8
12,"October 30, 2017 8:30 PM",at Chiefs,-7.0,Broncos,42.0,285.0,-315.0,2017,8
0,"November 2, 2017 8:25 PM",Bills,-3.0,at Jets,42.0,-170.0,160.0,2017,9
1,"November 5, 2017 1:00 PM",at Eagles,-7.0,Broncos,41.0,265.0,-295.0,2017,9
2,"November 5, 2017 1:00 PM",Falcons,-3.0,at Panthers,42.0,-150.0,140.0,2017,9
3,"November 5, 2017 1:00 PM",at Texans,-6.0,Colts,45.0,225.0,-245.0,2017,9
4,"November 5, 2017 1:00 PM",at Jaguars,-6.0,Bengals,38.0,215.0,-235.0,2017,9
5,"November 5, 2017 1:00 PM",at Saints,-6.5,Buccaneers,54.5,270.0,-300.0,2017,9
6,"November 5, 2017 1:00 PM",Rams,-6.0,at Giants,42.5,-245.0,225.0,2017,9
7,"November 5, 2017 1:00 PM",at Titans,-3.0,Ravens,41.0,150.0,-160.0,2017,9
8,"November 5, 2017 4:05 PM",at Seahawks,-8.0,Redskins,44.0,335.0,-375.0,2017,9
9,"November 5, 2017 4:05 PM",Cardinals,-2.5,at 49ers,39.5,-128.0,118.0,2017,9
10,"November 5, 2017 4:25 PM",at Cowboys,-2.5,Chiefs,53.0,120.0,-130.0,2017,9
11,"November 5, 2017 8:30 PM",Raiders,-3.0,at Dolphins,44.5,-160.0,150.0,2017,9
12,"November 6, 2017 8:30 PM",Lions,-2.5,at Packers,43.0,-130.0,120.0,2017,9
0,"November 9, 2017 8:25 PM",Seahawks,-6.0,at Cardinals,40.0,-245.0,225.0,2017,10
1,"November 12, 2017 1:00 PM",Saints,-2.0,at Bills,48.5,-123.0,113.0,2017,10
2,"November 12, 2017 1:00 PM",at Lions,-10.0,Browns,42.5,423.0,-480.0,2017,10
3,"November 12, 2017 1:00 PM",Steelers,-10.5,at Colts,47.0,-485.0,425.0,2017,10
4,"November 12, 2017 1:00 PM",at Jaguars,-5.0,Chargers,41.0,195.0,-215.0,2017,10
5,"November 12, 2017 1:00 PM",at Bears,-4.5,Packers,37.5,185.0,-200.0,2017,10
6,"November 12, 2017 1:00 PM",Jets,-1.5,at Buccaneers,44.5,110.0,-120.0,2017,10
7,"November 12, 2017 1:00 PM",at Titans,-4.5,Bengals,40.5,190.0,-210.0,2017,10
8,"November 12, 2017 1:00 PM",Vikings,-1.0,at Redskins,42.5,-105.0,-105.0,2017,10
9,"November 12, 2017 4:05 PM",at Rams,-12.5,Texans,44.5,525.0,-635.0,2017,10
10,"November 12, 2017 4:25 PM",Giants,-3.0,at 49ers,41.5,-155.0,145.0,2017,10
11,"November 12, 2017 4:25 PM",at Falcons,-3.5,Cowboys,48.5,170.0,-185.0,2017,10
12,"November 12, 2017 8:30 PM",Patriots,-7.0,at Broncos,44.5,-295.0,265.0,2017,10
13,"November 13, 2017 8:30 PM",at Panthers,-8.0,Dolphins,38.5,330.0,-370.0,2017,10
0,"November 16, 2017 8:25 PM",at Steelers,-7.0,Titans,44.5,275.0,-305.0,2017,11
1,"November 19, 2017 1:00 PM",Lions,-3.0,at Bears,41.0,-160.0,150.0,2017,11
2,"November 19, 2017 1:00 PM",Jaguars,-7.0,at Browns,37.0,-315.0,285.0,2017,11
3,"November 19, 2017 1:00 PM",Ravens,-2.5,at Packers,38.5,-129.0,119.0,2017,11
4,"November 19, 2017 1:00 PM",at Texans,-2.5,Cardinals,38.5,119.0,-129.0,2017,11
5,"November 19, 2017 1:00 PM",Buccaneers,-1.0,at Dolphins,43.5,-115.0,105.0,2017,11
6,"November 19, 2017 1:00 PM",Rams,-1.5,at Vikings,46.0,110.0,-120.0,2017,11
7,"November 19, 2017 1:00 PM",at Saints,-9.5,Redskins,53.0,335.0,-375.0,2017,11
8,"November 19, 2017 1:00 PM",Chiefs,-9.5,at Giants,44.5,-420.0,375.0,2017,11
9,"November 19, 2017 4:05 PM",at Chargers,-7.0,Bills,41.5,270.0,-300.0,2017,11
10,"November 19, 2017 4:25 PM",Patriots,-7.0,at Raiders,54.5,-305.0,275.0,2017,11
11,"November 19, 2017 4:25 PM",at Broncos,-2.5,Bengals,37.5,130.0,-140.0,2017,11
12,"November 19, 2017 8:30 PM",Eagles,-6.0,at Cowboys,48.0,-250.0,230.0,2017,11
13,"November 20, 2017 8:30 PM",Falcons,-1.0,at Seahawks,46.0,-117.0,107.0,2017,11
0,"November 23, 2017 12:30 PM",Vikings,-2.5,at Lions,45.5,-135.0,125.0,2017,12
1,"November 23, 2017 4:30 PM",Chargers,-1.0,at Cowboys,46.5,-115.0,105.0,2017,12
2,"November 23, 2017 8:30 PM",at Redskins,-7.0,Giants,44.0,265.0,-295.0,2017,12
3,"November 26, 2017 1:00 PM",at Patriots,-16.5,Dolphins,49.0,1050.0,-1300.0,2017,12
4,"November 26, 2017 1:00 PM",Panthers,-5.5,at Jets,39.0,-230.0,210.0,2017,12
5,"November 26, 2017 1:00 PM",at Eagles,-13.5,Bears,43.0,700.0,-900.0,2017,12
6,"November 26, 2017 1:00 PM",Titans,-3.0,at Colts,46.5,-165.0,155.0,2017,12
7,"November 26, 2017 1:00 PM",at Chiefs,-8.0,Bills,47.0,320.0,-355.0,2017,12
8,"November 26, 2017 1:00 PM",at Falcons,-10.0,Buccaneers,47.5,420.0,-475.0,2017,12
9,"November 26, 2017 1:00 PM",at Bengals,-7.5,Browns,39.0,300.0,-330.0,2017,12
10,"November 26, 2017 4:05 PM",Seahawks,-6.5,at 49ers,44.5,-290.0,260.0,2017,12
11,"November 26, 2017 4:25 PM",at Raiders,-4.0,Broncos,41.0,185.0,-200.0,2017,12
12,"November 26, 2017 4:25 PM",Jaguars,-6.0,at Cardinals,37.0,-250.0,230.0,2017,12
13,"November 26, 2017 4:25 PM",at Rams,-2.5,Saints,54.0,132.0,-142.0,2017,12
14,"November 26, 2017 8:30 PM",at Steelers,-14.0,Packers,43.0,775.0,-975.0,2017,12
15,"November 27, 2017 8:30 PM",at Ravens,-7.5,Texans,39.5,315.0,-345.0,2017,12
0,"November 30, 2017 8:25 PM",Redskins,-1.5,at Cowboys,47.0,-122.0,112.0,2017,13
1,"December 3, 2017 1:00 PM",at Packers,-3.0,Buccaneers,45.5,155.0,-165.0,2017,13
2,"December 3, 2017 1:00 PM",at Jaguars,-10.0,Colts,41.0,400.0,-450.0,2017,13
3,"December 3, 2017 1:00 PM",at Falcons,-2.0,Vikings,48.5,113.0,-123.0,2017,13
4,"December 3, 2017 1:00 PM",at Ravens,-2.5,Lions,43.0,123.0,-133.0,2017,13
5,"December 3, 2017 1:00 PM",Patriots,-7.5,at Bills,49.0,-335.0,305.0,2017,13
6,"December 3, 2017 1:00 PM",at Bears,-2.5,49ers,42.0,130.0,-140.0,2017,13
7,"December 3, 2017 1:00 PM",Broncos,-1.5,at Dolphins,41.0,-120.0,110.0,2017,13
8,"December 3, 2017 1:00 PM",Chiefs,-3.5,at Jets,44.0,-185.0,170.0,2017,13
9,"December 3, 2017 1:00 PM",at Titans,-7.0,Texans,42.0,255.0,-280.0,2017,13
10,"December 3, 2017 4:05 PM",at Chargers,-13.0,Browns,44.5,660.0,-840.0,2017,13
11,"December 3, 2017 4:25 PM",Rams,-7.0,at Cardinals,43.0,-325.0,295.0,2017,13
12,"December 3, 2017 4:25 PM",at Raiders,-10.0,Giants,43.0,390.0,-440.0,2017,13
13,"December 3, 2017 4:25 PM",at Saints,-6.0,Panthers,47.5,225.0,-245.0,2017,13
14,"December 3, 2017 8:30 PM",Eagles,-4.0,at Seahawks,46.5,-188.0,173.0,2017,13
15,"December 4, 2017 8:30 PM",Steelers,-4.5,at Bengals,43.0,-210.0,190.0,2017,13
0,"December 7, 2017 8:25 PM",at Falcons,-2.0,Saints,51.5,120.0,-130.0,2017,14
1,"December 10, 2017 1:00 PM",at Bills,-3.5,Colts,36.5,165.0,-175.0,2017,14
2,"December 10, 2017 1:00 PM",Vikings,-2.5,at Panthers,40.5,-128.0,118.0,2017,14
3,"December 10, 2017 1:00 PM",at Bengals,-6.0,Bears,40.0,230.0,-250.0,2017,14
4,"December 10, 2017 1:00 PM",Packers,-2.5,at Browns,38.5,-128.0,118.0,2017,14
5,"December 10, 2017 1:00 PM",at Chiefs,-4.0,Raiders,48.5,185.0,-200.0,2017,14
6,"December 10, 2017 1:00 PM",49ers,-1.5,at Texans,45.5,108.0,-118.0,2017,14
7,"December 10, 2017 1:00 PM",Cowboys,-4.0,at Giants,42.5,-210.0,190.0,2017,14
8,"December 10, 2017 1:00 PM",Lions,-1.0,at Buccaneers,48.0,-102.0,-108.0,2017,14
9,"December 10, 2017 4:05 PM",Titans,-2.5,at Cardinals,42.0,-140.0,130.0,2017,14
10,"December 10, 2017 4:05 PM",at Chargers,-6.0,Redskins,46.5,240.0,-260.0,2017,14
