,date,season,week,team,spread,total,moneyLine,homeOrAway,impliedTotal
5,"November 12, 2017 1:00 PM",2017,10,Bears,-4.5,37.5,-200.0,home,21.0
7,"November 12, 2017 1:00 PM",2017,10,Titans,-4.5,40.5,-210.0,home,22.5
9,"November 12, 2017 4:05 PM",2017,10,Rams,-12.5,44.5,-635.0,home,28.5
11,"November 12, 2017 4:25 PM",2017,10,Falcons,-3.5,48.5,-185.0,home,26.0
13,"November 13, 2017 8:30 PM",2017,10,Panthers,-8.0,38.5,-370.0,home,23.25
0,"November 16, 2017 8:25 PM",2017,11,Steelers,-7.0,44.5,-305.0,home,25.75
4,"November 19, 2017 1:00 PM",2017,11,Texans,-2.5,38.5,-129.0,home,20.5
7,"November 19, 2017 1:00 PM",2017,11,Saints,-9.5,53.0,-375.0,home,31.25
9,"November 19, 2017 4:05 PM",2017,11,Chargers,-7.0,41.5,-300.0,home,24.25
11,"November 19, 2017 4:25 PM",2017,11,Broncos,-2.5,37.5,-140.0,home,20.0
2,"November 23, 2017 8:30 PM",2017,12,Redskins,-7.0,44.0,-295.0,home,25.5
3,"November 26, 2017 1:00 PM",2017,12,Patriots,-16.5,49.0,-1300.0,home,32.75
5,"November 26, 2017 1:00 PM",2017,12,Eagles,-13.5,43.0,-900.0,home,28.25
7,"November 26, 2017 1:00 PM",2017,12,Chiefs,-8.0,47.0,-355.0,home,27.5
8,"November 26, 2017 1:00 PM",2017,12,Falcons,-10.0,47.5,-475.0,home,28.75
9,"November 26, 2017 1:00 PM",2017,12,Bengals,-7.5,39.0,-330.0,home,23.25
11,"November 26, 2017 4:25 PM",2017,12,Raiders,-4.0,41.0,-200.0,home,22.5
13,"November 26, 2017 4:25 PM",2017,12,Rams,-2.5,54.0,-142.0,home,28.25
14,"November 26, 2017 8:30 PM",2017,12,Steelers,-14.0,43.0,-975.0,home,28.5
15,"November 27, 2017 8:30 PM",2017,12,Ravens,-7.5,39.5,-345.0,home,23.5
1,"December 3, 2017 1:00 PM",2017,13,Packers,-3.0,45.5,-165.0,home,24.25
2,"December 3, 2017 1:00 PM",2017,13,Jaguars,-10.0,41.0,-450.0,home,25.5
3,"December 3, 2017 1:00 PM",2017,13,Falcons,-2.0,48.5,-123.0,home,25.25
4,"December 3, 2017 1:00 PM",2017,13,Ravens,-2.5,43.0,-133.0,home,22.75
6,"December 3, 2017 1:00 PM",2017,13,Bears,-2.5,42.0,-140.0,home,22.25
9,"December 3, 2017 1:00 PM",2017,13,Titans,-7.0,42.0,-280.0,home,24.5
10,"December 3, 2017 4:05 PM",2017,13,Chargers,-13.0,44.5,-840.0,home,28.75
12,"December 3, 2017 4:25 PM",2017,13,Raiders,-10.0,43.0,-440.0,home,26.5
13,"December 3, 2017 4:25 PM",2017,13,Saints,-6.0,47.5,-245.0,home,26.75
0,"December 7, 2017 8:25 PM",2017,14,Falcons,-2.0,51.5,-130.0,home,26.75
1,"December 10, 2017 1:00 PM",2017,14,Bills,-3.5,36.5,-175.0,home,20.0
3,"December 10, 2017 1:00 PM",2017,14,Bengals,-6.0,40.0,-250.0,home,23.0
5,"December 10, 2017 1:00 PM",2017,14,Chiefs,-4.0,48.5,-200.0,home,26.25
10,"December 10, 2017 4:05 PM",2017,14,Chargers,-6.0,46.5,-260.0,home,26.25
13,"December 10, 2017 4:25 PM",2017,14,Jaguars,-2.5,40.5,-140.0,home,21.5
14,"December 10, 2017 8:30 PM",2017,14,Steelers,-6.0,43.0,-250.0,home,24.5
1,"December 16, 2017 4:30 PM",2017,15,Lions,-5.0,43.5,-230.0,home,24.25
3,"December 17, 2017 1:00 PM",2017,15,Vikings,-13.0,43.0,-750.0,home,28.0
4,"December 17, 2017 1:00 PM",2017,15,Saints,-16.0,47.0,-1155.0,home,31.5
6,"December 17, 2017 1:00 PM",2017,15,Jaguars,-10.5,39.5,-500.0,home,25.0
7,"December 17, 2017 1:00 PM",2017,15,Bills,-3.5,39.5,-185.0,home,21.5
8,"December 17, 2017 1:00 PM",2017,15,Panthers,-3.0,46.5,-145.0,home,24.75
10,"December 17, 2017 1:00 PM",2017,15,Redskins,-4.0,40.0,-200.0,home,22.0
12,"December 17, 2017 4:25 PM",2017,15,49ers,-2.5,44.5,-135.0,home,23.5
0,"December 23, 2017 4:30 PM",2017,16,Ravens,-13.5,41.0,-925.0,home,27.25
3,"December 24, 2017 1:00 PM",2017,16,Redskins,-3.0,38.5,-165.0,home,20.75
4,"December 24, 2017 1:00 PM",2017,16,Panthers,-10.0,47.0,-430.0,home,28.5
5,"December 24, 2017 1:00 PM",2017,16,Bears,-6.0,36.5,-235.0,home,21.25
7,"December 24, 2017 1:00 PM",2017,16,Chiefs,-11.0,43.5,-525.0,home,27.25
8,"December 24, 2017 1:00 PM",2017,16,Patriots,-11.0,47.5,-550.0,home,29.25
9,"December 24, 2017 1:00 PM",2017,16,Saints,-5.5,52.0,-225.0,home,28.75
12,"December 24, 2017 4:25 PM",2017,16,Cardinals,-3.0,39.0,-168.0,home,21.0
13,"December 24, 2017 4:25 PM",2017,16,Cowboys,-4.0,47.5,-200.0,home,25.75
15,"December 25, 2017 8:30 PM",2017,16,Eagles,-10.0,46.0,-455.0,home,28.0
0,"December 31, 2017 1:00 PM",2017,17,Vikings,-12.5,38.0,-855.0,home,25.25
1,"December 31, 2017 1:00 PM",2017,17,Patriots,-16.0,43.5,-1400.0,home,29.75
4,"December 31, 2017 1:00 PM",2017,17,Steelers,-5.0,37.5,-215.0,home,21.25
5,"December 31, 2017 1:00 PM",2017,17,Lions,-7.5,45.0,-310.0,home,26.25
6,"December 31, 2017 1:00 PM",2017,17,Colts,-5.5,42.0,-235.0,home,23.75
7,"December 31, 2017 4:25 PM",2017,17,Chargers,-6.5,43.0,-295.0,home,24.75
10,"December 31, 2017 4:25 PM",2017,17,Falcons,-5.0,44.5,-225.0,home,24.75
11,"December 31, 2017 4:25 PM",2017,17,Ravens,-8.5,40.0,-375.0,home,24.25
12,"December 31, 2017 4:25 PM",2017,17,Broncos,-3.0,37.5,-165.0,home,20.25
13,"December 31, 2017 4:25 PM",2017,17,Seahawks,-8.5,38.5,-365.0,home,23.5
15,"December 31, 2017 4:25 PM",2017,17,Titans,-2.5,40.5,-140.0,home,21.5
2,"September 9, 2018 1:00 PM",2018,1,Vikings,-6.0,46.5,-260.0,home,26.25
3,"September 9, 2018 1:00 PM",2018,1,Patriots,-6.0,49.0,-245.0,home,27.5
4,"September 9, 2018 1:00 PM",2018,1,Saints,-10.0,50.0,-450.0,home,30.0
6,"September 9, 2018 1:00 PM",2018,1,Ravens,-7.5,38.5,-340.0,home,23.0
9,"September 9, 2018 4:05 PM",2018,1,Chargers,-3.5,48.0,-185.0,home,25.75
11,"September 9, 2018 4:25 PM",2018,1,Broncos,-3.0,42.5,-170.0,home,22.75
12,"September 9, 2018 4:25 PM",2018,1,Panthers,-2.5,42.0,-145.0,home,22.25
13,"September 9, 2018 8:20 PM",2018,1,Packers,-6.5,45.0,-280.0,home,25.75
14,"September 10, 2018 7:10 PM",2018,1,Lions,-7.0,44.0,-315.0,home,25.5
1,"September 16, 2018 1:00 PM",2018,2,Falcons,-5.5,43.5,-234.0,home,24.5
4,"September 16, 2018 1:00 PM",2018,2,Saints,-9.5,51.0,-439.0,home,30.25
5,"September 16, 2018 1:00 PM",2018,2,Jets,-3.0,43.0,-161.0,home,23.0
6,"September 16, 2018 1:00 PM",2018,2,Steelers,-4.5,52.0,-202.0,home,28.25
9,"September 16, 2018 1:00 PM",2018,2,Redskins,-6.0,48.0,-239.0,home,27.0
10,"September 16, 2018 4:05 PM",2018,2,49ers,-6.0,48.5,-236.0,home,27.25
11,"September 16, 2018 4:05 PM",2018,2,Rams,-13.5,43.5,-687.0,home,28.5
12,"September 16, 2018 4:25 PM",2018,2,Broncos,-5.5,44.0,-235.0,home,24.75
14,"September 16, 2018 8:20 PM",2018,2,Cowboys,-3.0,42.0,-152.0,home,22.5
15,"September 17, 2018 8:15 PM",2018,2,Bears,-5.0,42.5,-234.0,home,23.75
0,"September 20, 2018 8:20 PM",2018,3,Browns,-3.0,41.0,-173.0,home,22.0
2,"September 23, 2018 1:00 PM",2018,3,Ravens,-5.5,46.5,-220.0,home,26.0
3,"September 23, 2018 1:00 PM",2018,3,Panthers,-3.0,44.0,-143.0,home,23.5
4,"September 23, 2018 1:00 PM",2018,3,Texans,-6.5,44.5,-255.0,home,25.5
5,"September 23, 2018 1:00 PM",2018,3,Jaguars,-10.0,39.5,-440.0,home,24.75
6,"September 23, 2018 1:00 PM",2018,3,Chiefs,-5.5,53.5,-245.0,home,29.5
7,"September 23, 2018 1:00 PM",2018,3,Dolphins,-2.5,46.0,-138.0,home,24.25
8,"September 23, 2018 1:00 PM",2018,3,Vikings,-16.5,41.0,-1150.0,home,28.75
9,"September 23, 2018 1:00 PM",2018,3,Eagles,-6.0,45.0,-270.0,home,25.5
11,"September 23, 2018 4:05 PM",2018,3,Rams,-7.0,49.0,-300.0,home,28.0
0,"September 27, 2018 8:20 PM",2018,4,Rams,-7.0,49.0,-290.0,home,28.0
1,"September 30, 2018 1:00 PM",2018,4,Patriots,-6.5,50.5,-280.0,home,28.5
3,"September 30, 2018 1:00 PM",2018,4,Falcons,-3.5,52.5,-175.0,home,28.0
4,"September 30, 2018 1:00 PM",2018,4,Bears,-2.5,45.5,-135.0,home,24.0
5,"September 30, 2018 1:00 PM",2018,4,Cowboys,-2.5,44.0,-130.0,home,23.25
6,"September 30, 2018 1:00 PM",2018,4,Packers,-9.5,44.0,-345.0,home,26.75
8,"September 30, 2018 1:00 PM",2018,4,Jaguars,-7.0,40.5,-325.0,home,23.75
10,"September 30, 2018 4:05 PM",2018,4,Raiders,-2.5,44.5,-133.0,home,23.5
12,"September 30, 2018 4:25 PM",2018,4,Chargers,-9.5,46.5,-415.0,home,28.0
13,"September 30, 2018 8:20 PM",2018,4,Steelers,-3.0,51.0,-155.0,home,27.0
0,"October 4, 2018 8:20 PM",2018,5,Patriots,-11.0,49.5,-600.0,home,30.25
1,"October 7, 2018 1:00 PM",2018,5,Chiefs,-3.0,48.0,-155.0,home,25.5
3,"October 7, 2018 1:00 PM",2018,5,Panthers,-6.5,43.5,-280.0,home,25.0
4,"October 7, 2018 1:00 PM",2018,5,Bengals,-6.5,48.0,-260.0,home,27.25
8,"October 7, 2018 1:00 PM",2018,5,Steelers,-3.5,57.0,-175.0,home,30.25
9,"October 7, 2018 4:05 PM",2018,5,Chargers,-4.5,51.5,-220.0,home,28.0
11,"October 7, 2018 4:25 PM",2018,5,49ers,-3.0,40.5,-156.0,home,21.75
12,"October 7, 2018 4:25 PM",2018,5,Eagles,-3.0,48.5,-175.0,home,25.75
13,"October 7, 2018 8:20 PM",2018,5,Texans,-3.0,45.5,-165.0,home,24.25
14,"October 8, 2018 8:15 PM",2018,5,Saints,-6.0,51.5,-255.0,home,28.75
1,"October 14, 2018 1:00 PM",2018,6,Jets,-2.5,48.0,-135.0,home,25.25
4,"October 14, 2018 1:00 PM",2018,6,Falcons,-3.0,57.5,-153.0,home,30.25
5,"October 14, 2018 1:00 PM",2018,6,Bengals,-2.0,49.5,-123.0,home,25.75
7,"October 14, 2018 1:00 PM",2018,6,Texans,-10.0,40.5,-455.0,home,25.25
9,"October 14, 2018 1:00 PM",2018,6,Vikings,-9.5,43.5,-420.0,home,26.5
13,"October 14, 2018 8:20 PM",2018,6,Patriots,-3.5,59.0,-185.0,home,31.25
14,"October 15, 2018 8:15 PM",2018,6,Packers,-9.0,46.5,-420.0,home,27.75
1,"October 21, 2018 9:30 AM",2018,7,Chargers,-6.5,46.0,-270.0,home,26.25
4,"October 21, 2018 1:00 PM",2018,7,Eagles,-4.5,45.0,-220.0,home,24.75
6,"October 21, 2018 1:00 PM",2018,7,Colts,-7.0,43.5,-290.0,home,25.25
7,"October 21, 2018 1:00 PM",2018,7,Jaguars,-4.0,43.0,-185.0,home,23.5
8,"October 21, 2018 1:00 PM",2018,7,Buccaneers,-3.5,52.0,-185.0,home,27.75
9,"October 21, 2018 4:05 PM",2018,7,Ravens,-2.5,49.5,-134.0,home,26.0
12,"October 21, 2018 8:20 PM",2018,7,Chiefs,-6.0,56.5,-260.0,home,31.25
13,"October 22, 2018 8:15 PM",2018,7,Falcons,-4.0,52.5,-200.0,home,28.25
0,"October 25, 2018 8:20 PM",2018,8,Texans,-7.5,45.0,-345.0,home,26.25
2,"October 28, 2018 1:00 PM",2018,8,Chiefs,-8.5,53.5,-375.0,home,31.0
4,"October 28, 2018 1:00 PM",2018,8,Bears,-9.0,42.0,-355.0,home,25.5
5,"October 28, 2018 1:00 PM",2018,8,Bengals,-3.5,54.5,-185.0,home,29.0
6,"October 28, 2018 1:00 PM",2018,8,Lions,-3.0,48.0,-160.0,home,25.5
8,"October 28, 2018 1:00 PM",2018,8,Steelers,-9.0,47.5,-390.0,home,28.25
11,"October 28, 2018 4:25 PM",2018,8,Rams,-7.5,57.0,-345.0,home,32.25
4,"November 4, 2018 1:00 PM",2018,9,Panthers,-6.5,56.0,-290.0,home,31.25
6,"November 4, 2018 1:00 PM",2018,9,Dolphins,-3.0,43.0,-148.0,home,23.0
7,"November 4, 2018 1:00 PM",2018,9,Vikings,-5.5,47.0,-225.0,home,26.25
11,"November 4, 2018 8:20 PM",2018,9,Patriots,-4.5,56.5,-210.0,home,30.5
12,"November 5, 2018 8:15 PM",2018,9,Cowboys,-4.0,40.0,-210.0,home,22.0
0,"November 8, 2018 8:20 PM",2018,10,Steelers,-3.5,51.0,-185.0,home,27.25
1,"November 11, 2018 1:00 PM",2018,10,Buccaneers,-3.5,51.0,-170.0,home,27.25
3,"November 11, 2018 1:00 PM",2018,10,Bears,-7.5,45.0,-320.0,home,26.25
6,"November 11, 2018 1:00 PM",2018,10,Colts,-3.0,48.0,-158.0,home,25.5
7,"November 11, 2018 1:00 PM",2018,10,Chiefs,-17.0,49.5,-1450.0,home,33.25
8,"November 11, 2018 1:00 PM",2018,10,Jets,-7.0,37.5,-290.0,home,22.25
10,"November 11, 2018 4:25 PM",2018,10,Rams,-9.5,51.0,-430.0,home,30.25
11,"November 11, 2018 4:25 PM",2018,10,Packers,-12.5,48.5,-660.0,home,30.5
12,"November 11, 2018 8:20 PM",2018,10,Eagles,-7.5,45.5,-345.0,home,26.5
13,"November 12, 2018 8:15 PM",2018,10,49ers,-3.0,45.0,-162.0,home,24.0
0,"November 15, 2018 8:20 PM",2018,11,Seahawks,-3.0,49.0,-155.0,home,26.0
2,"November 18, 2018 1:00 PM",2018,11,Giants,-3.0,54.0,-163.0,home,28.5
6,"November 18, 2018 1:00 PM",2018,11,Falcons,-3.5,49.5,-185.0,home,26.5
7,"November 18, 2018 1:00 PM",2018,11,Ravens,-6.5,43.5,-260.0,home,25.0
8,"November 18, 2018 4:05 PM",2018,11,Cardinals,-4.5,41.0,-200.0,home,22.75
9,"November 18, 2018 4:05 PM",2018,11,Chargers,-7.0,47.0,-310.0,home,27.0
10,"November 18, 2018 4:25 PM",2018,11,Saints,-7.0,56.5,-300.0,home,31.75
11,"November 18, 2018 8:20 PM",2018,11,Bears,-2.5,44.0,-140.0,home,23.25
12,"November 19, 2018 8:15 PM",2018,11,Rams,-3.0,63.5,-170.0,home,33.25
1,"November 22, 2018 4:30 PM",2018,12,Cowboys,-7.0,40.0,-320.0,home,23.5
2,"November 22, 2018 8:20 PM",2018,12,Saints,-12.0,61.0,-600.0,home,36.5
4,"November 25, 2018 1:00 PM",2018,12,Eagles,-5.0,49.5,-210.0,home,27.25
5,"November 25, 2018 1:00 PM",2018,12,Buccaneers,-2.0,54.5,-125.0,home,28.25
6,"November 25, 2018 1:00 PM",2018,12,Ravens,-12.5,42.0,-700.0,home,27.25
8,"November 25, 2018 1:00 PM",2018,12,Panthers,-3.0,46.5,-160.0,home,24.75
10,"November 25, 2018 4:05 PM",2018,12,Chargers,-14.0,43.0,-925.0,home,28.5
11,"November 25, 2018 4:25 PM",2018,12,Colts,-8.5,52.5,-370.0,home,30.5
13,"November 25, 2018 8:20 PM",2018,12,Vikings,-3.5,48.5,-185.0,home,26.0
14,"November 26, 2018 8:15 PM",2018,12,Texans,-3.5,42.5,-185.0,home,23.0
2,"December 2, 2018 1:00 PM",2018,13,Packers,-13.0,41.0,-765.0,home,27.0
3,"December 2, 2018 1:00 PM",2018,13,Texans,-5.5,47.5,-220.0,home,26.5
5,"December 2, 2018 1:00 PM",2018,13,Dolphins,-3.5,39.5,-190.0,home,21.5
6,"December 2, 2018 1:00 PM",2018,13,Falcons,-2.5,46.5,-135.0,home,24.5
10,"December 2, 2018 4:05 PM",2018,13,Titans,-9.5,40.0,-430.0,home,24.75
12,"December 2, 2018 4:25 PM",2018,13,Patriots,-6.0,49.0,-240.0,home,27.5
13,"December 2, 2018 4:25 PM",2018,13,Seahawks,-9.5,45.0,-440.0,home,27.25
14,"December 2, 2018 8:20 PM",2018,13,Steelers,-3.0,53.5,-170.0,home,28.25
15,"December 3, 2018 8:15 PM",2018,13,Eagles,-6.0,45.0,-240.0,home,25.5
0,"December 6, 2018 8:20 PM",2018,14,Titans,-5.5,37.0,-235.0,home,21.25
4,"December 9, 2018 1:00 PM",2018,14,Bills,-4.5,37.0,-205.0,home,20.75
6,"December 9, 2018 1:00 PM",2018,14,Packers,-4.0,50.5,-185.0,home,27.25
7,"December 9, 2018 1:00 PM",2018,14,Texans,-4.0,49.0,-195.0,home,26.5
8,"December 9, 2018 1:00 PM",2018,14,Chiefs,-6.5,48.5,-265.0,home,27.5
9,"December 9, 2018 4:05 PM",2018,14,Chargers,-16.5,48.5,-1150.0,home,32.5
13,"December 9, 2018 4:25 PM",2018,14,Cowboys,-3.0,45.5,-173.0,home,24.25
15,"December 10, 2018 8:15 PM",2018,14,Seahawks,-3.0,45.5,-156.0,home,24.25
0,"December 13, 2018 8:20 PM",2018,15,Chiefs,-4.0,54.5,-192.0,home,29.25
2,"December 15, 2018 8:20 PM",2018,15,Broncos,-2.0,47.0,-125.0,home,24.5
3,"December 16, 2018 1:00 PM",2018,15,Colts,-3.0,47.0,-167.0,home,25.0
4,"December 16, 2018 1:00 PM",2018,15,Jaguars,-7.0,36.5,-305.0,home,21.75
5,"December 16, 2018 1:00 PM",2018,15,Bears,-6.0,46.5,-230.0,home,26.25
6,"December 16, 2018 1:00 PM",2018,15,Bengals,-3.0,45.5,-153.0,home,24.25
7,"December 16, 2018 1:00 PM",2018,15,Falcons,-9.0,43.5,-400.0,home,26.25
8,"December 16, 2018 1:00 PM",2018,15,Ravens,-8.5,44.5,-355.0,home,26.5
9,"December 16, 2018 1:00 PM",2018,15,Bills,-2.5,39.5,-145.0,home,21.0
10,"December 16, 2018 1:00 PM",2018,15,Vikings,-8.0,45.0,-340.0,home,26.5
14,"December 16, 2018 8:20 PM",2018,15,Rams,-13.5,52.5,-810.0,home,33.0
0,"December 22, 2018 4:30 PM",2018,16,Titans,-12.0,38.0,-600.0,home,25.0
1,"December 22, 2018 8:20 PM",2018,16,Chargers,-4.0,42.5,-210.0,home,23.25
2,"December 23, 2018 1:00 PM",2018,16,Dolphins,-3.0,39.5,-165.0,home,21.25
3,"December 23, 2018 1:00 PM",2018,16,Patriots,-14.0,45.0,-800.0,home,29.5
5,"December 23, 2018 1:00 PM",2018,16,Browns,-10.0,44.0,-400.0,home,27.0
6,"December 23, 2018 1:00 PM",2018,16,Cowboys,-7.0,48.0,-325.0,home,27.5
8,"December 23, 2018 1:00 PM",2018,16,Colts,-9.5,48.0,-440.0,home,28.75
10,"December 23, 2018 1:00 PM",2018,16,Eagles,-2.0,46.5,-122.0,home,24.25
13,"December 23, 2018 4:25 PM",2018,16,Saints,-6.5,53.5,-265.0,home,30.0
0,"December 30, 2018 1:00 PM",2018,17,Packers,-7.5,44.5,-310.0,home,26.0
1,"December 30, 2018 1:00 PM",2018,17,Texans,-7.0,39.5,-305.0,home,23.25
2,"December 30, 2018 1:00 PM",2018,17,Patriots,-13.5,46.5,-800.0,home,30.0
3,"December 30, 2018 1:00 PM",2018,17,Saints,-7.5,41.5,-325.0,home,24.5
4,"December 30, 2018 1:00 PM",2018,17,Giants,-7.5,38.5,-310.0,home,23.0
5,"December 30, 2018 1:00 PM",2018,17,Bills,-5.5,39.5,-240.0,home,22.5
8,"December 30, 2018 4:25 PM",2018,17,Ravens,-7.0,41.0,-290.0,home,24.0
10,"December 30, 2018 4:25 PM",2018,17,Steelers,-13.5,46.0,-710.0,home,29.75
11,"December 30, 2018 4:25 PM",2018,17,Seahawks,-15.0,40.0,-860.0,home,27.5
12,"December 30, 2018 4:25 PM",2018,17,Chiefs,-14.0,53.0,-900.0,home,33.5
13,"December 30, 2018 4:25 PM",2018,17,Rams,-10.5,50.0,-440.0,home,30.25
14,"December 30, 2018 4:25 PM",2018,17,Vikings,-5.5,39.5,-235.0,home,22.5
2,"September 11, 2011 12:00 AM",2011,1,Titans,-1.0,37.5,,away,19.25
5,"September 11, 2011 12:00 AM",2011,1,Eagles,-4.0,44.5,,away,24.25
8,"September 11, 2011 12:00 AM",2011,1,Falcons,-1.5,41.0,,away,21.25
13,"September 11, 2011 12:00 AM",2011,1,Giants,-2.5,40.0,,away,21.25
15,"September 12, 2011 12:00 AM",2011,1,Patriots,-7.5,45.5,,away,26.5
0,"September 18, 2011 12:00 AM",2011,2,Eagles,-2.5,50.0,,away,26.25
2,"September 18, 2011 12:00 AM",2011,2,Packers,-10.5,46.0,,away,28.25
5,"September 18, 2011 12:00 AM",2011,2,Browns,-1.5,39.5,,away,20.5
6,"September 18, 2011 12:00 AM",2011,2,Texans,-3.0,48.0,,away,25.5
12,"September 18, 2011 12:00 AM",2011,2,Cowboys,-3.0,41.5,,away,22.25
13,"September 18, 2011 12:00 AM",2011,2,Ravens,-6.0,38.0,,away,22.0
0,"September 25, 2011 12:00 AM",2011,3,Steelers,-11.0,39.5,,away,25.25
2,"September 25, 2011 12:00 AM",2011,3,Ravens,-5.5,42.0,,away,23.75
3,"September 25, 2011 12:00 AM",2011,3,Lions,-3.0,44.5,,away,23.75
5,"September 25, 2011 12:00 AM",2011,3,Jets,-2.5,41.0,,away,21.75
7,"September 25, 2011 12:00 AM",2011,3,Cardinals,-3.5,42.5,,away,23.0
10,"September 25, 2011 12:00 AM",2011,3,Patriots,-7.0,54.0,,away,30.5
12,"September 25, 2011 12:00 AM",2011,3,Packers,-4.0,45.0,,away,24.5
14,"September 25, 2011 12:00 AM",2011,3,Dolphins,-1.0,41.5,,away,21.25
3,"October 2, 2011 12:00 AM",2011,4,Bills,-3.0,43.0,,away,23.0
8,"October 2, 2011 12:00 AM",2011,4,Saints,-8.5,45.0,,away,26.75
9,"October 2, 2011 12:00 AM",2011,4,Vikings,-3.0,40.0,,away,21.5
11,"October 2, 2011 12:00 AM",2011,4,Redskins,-2.5,44.0,,away,23.25
12,"October 2, 2011 12:00 AM",2011,4,Patriots,-6.0,55.5,,away,30.75
14,"October 2, 2011 12:00 AM",2011,4,Falcons,-6.0,39.0,,away,22.5
2,"October 9, 2011 12:00 AM",2011,5,Bengals,-2.0,37.0,,away,19.5
8,"October 9, 2011 12:00 AM",2011,5,Packers,-6.0,53.5,,away,29.75
9,"October 9, 2011 12:00 AM",2011,5,Eagles,-3.0,53.0,,away,28.0
10,"October 9, 2011 12:00 AM",2011,5,Saints,-6.5,51.5,,away,29.0
11,"October 9, 2011 12:00 AM",2011,5,Chargers,-3.5,46.0,,away,24.75
10,"October 16, 2011 12:00 AM",2011,6,Saints,-6.5,50.0,,away,28.25
11,"October 16, 2011 12:00 AM",2011,6,Eagles,-3.0,47.0,,away,25.0
0,"October 23, 2011 12:00 AM",2011,7,Steelers,-4.0,45.0,,away,24.5
5,"October 23, 2011 12:00 AM",2011,7,Broncos,-1.5,42.0,,away,21.75
6,"October 23, 2011 12:00 AM",2011,7,Packers,-10.0,46.5,,away,28.25
10,"October 23, 2011 12:00 AM",2011,7,Bears,-1.5,44.0,,away,22.75
12,"October 24, 2011 12:00 AM",2011,7,Ravens,-10.0,39.5,,away,24.75
3,"October 30, 2011 12:00 AM",2011,8,Lions,-3.0,43.0,,away,23.0
5,"October 30, 2011 12:00 AM",2011,8,Saints,-13.5,48.0,,away,30.75
8,"October 30, 2011 12:00 AM",2011,8,Patriots,-3.0,52.5,,away,27.75
9,"October 30, 2011 12:00 AM",2011,8,Bengals,-1.0,37.5,,away,19.25
12,"October 31, 2011 12:00 AM",2011,8,Chargers,-3.0,44.5,,away,23.75
4,"November 6, 2011 12:00 AM",2011,9,Falcons,-6.5,45.0,,away,25.75
6,"November 6, 2011 12:00 AM",2011,9,Packers,-6.0,50.0,,away,28.0
12,"November 6, 2011 12:00 AM",2011,9,49ers,-5.5,37.5,,away,21.5
4,"November 13, 2011 12:00 AM",2011,10,Ravens,-7.0,40.0,,away,23.5
6,"November 13, 2011 12:00 AM",2011,10,Texans,-4.0,45.5,,away,24.75
10,"November 13, 2011 12:00 AM",2011,10,Steelers,-4.0,40.5,,away,22.25
13,"November 13, 2011 12:00 AM",2011,10,Jaguars,-3.0,37.0,,away,20.0
0,"November 17, 2011 12:00 AM",2011,11,Jets,-6.0,40.0,,away,23.0
12,"November 20, 2011 12:00 AM",2011,11,Cowboys,-7.5,42.0,,away,24.75
1,"November 24, 2011 12:00 AM",2011,12,Packers,-4.0,55.5,,away,29.75
7,"November 27, 2011 12:00 AM",2011,12,Patriots,-3.0,50.5,,away,26.75
10,"November 27, 2011 12:00 AM",2011,12,Panthers,-3.5,46.0,,away,24.75
11,"November 27, 2011 12:00 AM",2011,12,Texans,-6.0,37.0,,away,21.5
12,"November 27, 2011 12:00 AM",2011,12,Steelers,-10.5,41.0,,away,25.75
0,"December 1, 2011 12:00 AM",2011,13,Eagles,-3.0,43.5,,away,23.25
2,"December 4, 2011 12:00 AM",2011,13,Panthers,-2.0,47.0,,away,24.5
3,"December 4, 2011 12:00 AM",2011,13,Jets,-3.0,38.0,,away,20.5
4,"December 4, 2011 12:00 AM",2011,13,Cowboys,-4.5,47.0,,away,25.75
7,"December 4, 2011 12:00 AM",2011,13,Ravens,-7.0,38.0,,away,22.5
8,"December 4, 2011 12:00 AM",2011,13,Falcons,-2.0,37.5,,away,19.75
10,"December 4, 2011 12:00 AM",2011,13,Broncos,-1.0,37.5,,away,19.25
13,"December 4, 2011 12:00 AM",2011,13,Packers,-6.5,53.5,,away,30.0
15,"December 5, 2011 12:00 AM",2011,13,Chargers,-3.0,39.5,,away,21.25
1,"December 11, 2011 12:00 AM",2011,14,Saints,-3.0,48.5,,away,25.75
2,"December 11, 2011 12:00 AM",2011,14,Patriots,-7.5,47.0,,away,27.25
3,"December 11, 2011 12:00 AM",2011,14,49ers,-3.5,40.0,,away,21.75
5,"December 11, 2011 12:00 AM",2011,14,Falcons,-3.0,48.0,,away,25.5
11,"December 11, 2011 12:00 AM",2011,14,Buccaneers,-2.5,42.0,,away,22.25
1,"December 17, 2011 12:00 AM",2011,15,Cowboys,-7.0,47.0,,away,27.0
5,"December 18, 2011 12:00 AM",2011,15,Patriots,-7.0,47.5,,away,27.25
7,"December 18, 2011 12:00 AM",2011,15,Titans,-7.0,41.5,,away,24.25
8,"December 18, 2011 12:00 AM",2011,15,Packers,-12.0,46.0,,away,29.0
9,"December 18, 2011 12:00 AM",2011,15,Ravens,-2.5,44.5,,away,23.5
10,"December 18, 2011 12:00 AM",2011,15,Bengals,-7.0,39.0,,away,23.0
11,"December 18, 2011 12:00 AM",2011,15,Saints,-7.5,53.5,,away,30.5
13,"December 18, 2011 12:00 AM",2011,15,Lions,-2.5,47.5,,away,25.0
0,"December 22, 2011 12:00 AM",2011,16,Texans,-6.5,40.0,,away,23.25
